entry_id,audio_index,label,response,correct,sampling_method,base_lambda
18692,YY3lNEe-ZGF0,No,No,True,adversarial,0.045
20903,Y-CcGuq0yoKo,No,No,True,adversarial,0.045
14920,YLCwSUVuTyvg,Yes,Yes,True,random,0.045
21388,YC9NC7wJ7C3w,No,No,True,adversarial,0.045
18267,Y5xC4hkAWiao,No,No,True,popular,0.045
10432,Y3IScngdQA4I,Yes,Yes,True,adversarial,0.045
23040,YKnsKf9KoNds,Yes,No,False,adversarial,0.045
29213,YeqcdsdLz954,Yes,Yes,True,random,0.045
15975,YrBUCIK8JRLg,No,Yes,False,random,0.045
25972,YMSziND26UTA,Yes,Yes,True,adversarial,0.045
4945,YVE6Ku0-ucUM,No,Yes,False,popular,0.045
4554,YXf5LjaE_JQ0,Yes,Yes,True,random,0.045
29923,YPWjEfOkb6ro,Yes,No,False,random,0.045
19972,Y8VOibo9Q_Dc,Yes,No,False,popular,0.045
5716,Y9BGLAUSF0sk,No,Yes,False,adversarial,0.045
21045,Y83j4GgHXTLE,No,No,True,popular,0.045
14940,YsJrFyjfrL-g,Yes,No,False,adversarial,0.045
13800,Yb1PXsfgQw5w,No,No,True,adversarial,0.045
12440,YP4qd8uodw_M,Yes,Yes,True,adversarial,0.045
9717,Yd6gu2w19YQo,No,Yes,False,random,0.045
14326,YGkb4f6yodPE,Yes,Yes,True,popular,0.045
16745,Y32565FEuksc,Yes,Yes,True,adversarial,0.045
10232,Y8OTd45_6cvY,Yes,Yes,True,adversarial,0.045
9815,Y2ItTq2JShdU,No,Yes,False,popular,0.045
1245,Yzq00Oe1ecpE,No,No,True,adversarial,0.045
14004,YPYP-r0nvbFk,Yes,No,False,adversarial,0.045
8780,YzBXoaQ1GVlc,Yes,No,False,popular,0.045
22810,Y-SkjbQVgJ0M,No,Yes,False,popular,0.045
26598,YK8-b0VtNOqA,Yes,Yes,True,random,0.045
29009,Y6i5eQOpFk_U,No,Yes,False,random,0.045
29005,YxnVqvc7N7Po,Yes,Yes,True,popular,0.045
29202,YR8bHTHnF8j4,No,Yes,False,popular,0.045
6324,Y0rSETXszQM0,No,No,True,adversarial,0.045
6484,Y_YS5uKWoB6g,Yes,Yes,True,popular,0.045
9898,Ygr5Zss89yLQ,Yes,Yes,True,random,0.045
23236,Yyrxa6_P2I80,Yes,No,False,adversarial,0.045
29853,YXWw7ZM1c_QA,Yes,No,False,adversarial,0.045
1098,Ypaf0nyjg1Js,Yes,Yes,True,popular,0.045
23885,YHdxfbpnd2-8,No,Yes,False,random,0.045
11320,YszkiW0GXEOI,Yes,Yes,True,popular,0.045
17354,Yi2yhbckq3p0,No,Yes,False,popular,0.045
24838,Y8DQfjqPCTI8,Yes,Yes,True,popular,0.045
23718,Y1wW0YJQ-Xa0,Yes,Yes,True,popular,0.045
2871,YzEaGx6an4es,No,Yes,False,random,0.045
10393,YbIiiIo20PsY,Yes,Yes,True,popular,0.045
25033,YPRUfwpmYwJ8,No,No,True,random,0.045
29294,YlrKGCtSsAkA,Yes,Yes,True,adversarial,0.045
20990,Y9zstu_IfAm4,Yes,No,False,adversarial,0.045
23644,Y2msevPMQB4M,Yes,Yes,True,adversarial,0.045
4656,YYIqpIjjee00,Yes,Yes,True,random,0.045
505,Yu84FiZ_omhA,Yes,Yes,True,adversarial,0.045
8440,YilspW7JRjAg,Yes,No,False,popular,0.045
5050,YjjfUaMQaG1A,No,No,True,popular,0.045
23073,Y9z2OwpftxUE,No,No,True,random,0.045
19786,Y5I8lmN8rwDM,No,No,True,random,0.045
2125,Ylh801oHGtD4,Yes,No,False,popular,0.045
13084,YbAqgL5dCQOE,No,No,True,popular,0.045
322,YtjCNwdOUiGc,Yes,Yes,True,random,0.045
28230,YXi6V0LGvqoo,No,No,True,adversarial,0.045
20048,YD4s5aHrsBgs,Yes,Yes,True,random,0.045
22885,YVMsbrcHPBfk,No,No,True,popular,0.045
15915,YBzHTqyX69pI,No,Yes,False,random,0.045
2475,Y_w2pA1VeB40,No,No,True,popular,0.045
6710,Y6eX6bJOFftA,Yes,Yes,True,random,0.045
31057,YgW7s3YAthpI,No,No,True,popular,0.045
21016,YDn3buZWMzwY,No,No,True,random,0.045
27487,Y0AsXkZkqelg,No,Yes,False,random,0.045
29056,Y2KEfkDO6hlA,No,Yes,False,popular,0.045
1189,YXJba7pTbpD0,No,No,True,popular,0.045
3465,YGSHcgY6ATkQ,Yes,Yes,True,adversarial,0.045
5484,YXplKBvZaHXA,Yes,Yes,True,popular,0.045
30200,Y4UPOUGVMlEs,Yes,Yes,True,popular,0.045
17640,YrbO727iF03I,Yes,Yes,True,random,0.045
12768,Yo7-X8DAToGc,Yes,No,False,popular,0.045
17140,YAR8-MVl_Mf8,No,Yes,False,random,0.045
20694,YhVUmQfBIYe8,Yes,Yes,True,popular,0.045
11471,YMTIF_l_8d4Q,No,Yes,False,popular,0.045
946,YqeSl7YZAfs4,Yes,Yes,True,adversarial,0.045
2564,YLs1zyPjs3k8,No,Yes,False,adversarial,0.045
2178,YCO6-i8NLbeo,No,Yes,False,random,0.045
5847,YTdl9SmBbRnA,Yes,Yes,True,adversarial,0.045
11420,YsTMKled6Q1M,Yes,Yes,True,random,0.045
21245,Y-R69Fa-mCaY,Yes,Yes,True,adversarial,0.045
9720,YAagLJkfrFMk,Yes,Yes,True,random,0.045
6450,YFKaJsvcyHTk,No,Yes,False,random,0.045
29335,YCwxgQS3SXic,No,Yes,False,random,0.045
15966,YGIOApFAWDOc,Yes,No,False,popular,0.045
17507,Y3ue0gJM0THk,Yes,Yes,True,random,0.045
7408,Y59VP93Tzjmg,No,No,True,random,0.045
11279,YeUecAF626A8,No,Yes,False,adversarial,0.045
1090,Ypaf0nyjg1Js,Yes,No,False,adversarial,0.045
7626,Y3wrdPAeqjVI,No,No,True,adversarial,0.045
15745,YDzKjogSVOLM,No,No,True,adversarial,0.045
20343,YPvWI4p74UOs,No,Yes,False,popular,0.045
17849,YAR8-MVl_Mf8,No,Yes,False,popular,0.045
2367,YEYTz1LPDHsc,No,No,True,popular,0.045
17228,YkHIe4CfaccQ,Yes,No,False,adversarial,0.045
16508,YbA5zPFSFZAA,Yes,Yes,True,random,0.045
29055,YSQHYl2Kp5ww,No,Yes,False,random,0.045
21436,YFlk-X0gwjF4,Yes,Yes,True,random,0.045
31166,Y-JP1GqPEKtw,Yes,No,False,popular,0.045
16036,Y-oy0BkpMGAk,Yes,Yes,True,popular,0.045
1040,YBZCEDkx37rI,No,Yes,False,random,0.045
24585,YWUpeplQr3A4,No,Yes,False,random,0.045
30131,Y-Sz4z0QwEuM,No,Yes,False,random,0.045
5208,Yhzn_wGlzGpU,No,Yes,False,random,0.045
12201,YPkmpxrsidZM,No,Yes,False,random,0.045
28867,YcN-oYKd-M4E,Yes,No,False,popular,0.045
7314,YJQz40TkjymY,Yes,Yes,True,adversarial,0.045
14037,Y13CBvjHZhOA,Yes,Yes,True,popular,0.045
29220,YJdFmMw0zyKA,No,No,True,adversarial,0.045
23907,Y2msevPMQB4M,Yes,Yes,True,popular,0.045
19096,Y7XUt6sQS7nM,No,Yes,False,adversarial,0.045
10525,YXZTt1xdK8uQ,Yes,No,False,adversarial,0.045
30109,Y30D1tqNFHMc,Yes,Yes,True,random,0.045
3638,YjjHIINDfE1c,Yes,Yes,True,random,0.045
14083,YXPebkNzsnRI,No,Yes,False,popular,0.045
10851,YLxu-3_h4kc4,Yes,Yes,True,adversarial,0.045
28979,YV8A0VRGdgwM,No,Yes,False,popular,0.045
20871,Y-BUWGM7qeUM,No,No,True,popular,0.045
2735,YL2dyilgQ8iM,No,Yes,False,random,0.045
11381,Yr2djvq1vc68,Yes,Yes,True,random,0.045
20085,YAUmY0YRAFQE,No,No,True,adversarial,0.045
3282,YfGGYeXR_LS8,Yes,No,False,popular,0.045
12595,YMj_BO-iK1G4,No,No,True,popular,0.045
4254,Y9ucb5HYO8ps,Yes,Yes,True,popular,0.045
13716,Y4_DjmCg8Ra8,No,No,True,adversarial,0.045
26383,YtwFypUcdgRc,No,Yes,False,random,0.045
27167,YI_8KqxP5xOA,No,No,True,adversarial,0.045
23780,YxbLW9Wt1Jsg,Yes,Yes,True,popular,0.045
8706,YIvfaKPDWC00,Yes,Yes,True,random,0.045
19642,YwFiCblfZ-vg,Yes,Yes,True,adversarial,0.045
21799,Y2bq2lc3DLwM,No,Yes,False,popular,0.045
8498,YEvZ3jOMYWxk,No,Yes,False,popular,0.045
7953,YOTLtzk0W4zg,No,No,True,popular,0.045
27055,YB3O476LeuXY,No,Yes,False,adversarial,0.045
16133,Y_oKXrY5Ff0g,Yes,Yes,True,random,0.045
23842,Y8DQfjqPCTI8,Yes,Yes,True,random,0.045
8524,YAizmnCDlXos,Yes,Yes,True,random,0.045
18804,YwnqUgK_-fo4,Yes,No,False,popular,0.045
7553,YRdC8cviN6Bs,No,No,True,adversarial,0.045
16487,YrE6BJ0Bo4w4,No,No,True,random,0.045
17787,YynHdcJ9Oqaw,No,No,True,adversarial,0.045
19449,YJC2ZrXzCX4Y,Yes,Yes,True,popular,0.045
15701,YVZLZ08k3YeA,No,Yes,False,random,0.045
17782,YBGEMgl1xjac,No,No,True,popular,0.045
11532,Y2KR0C5ysO8o,No,No,True,popular,0.045
18313,YeRU-rABp8nk,Yes,Yes,True,popular,0.045
6792,YJon_DEFqsfM,Yes,No,False,adversarial,0.045
12657,YCchRf2jq6fc,No,Yes,False,popular,0.045
12673,Y3n05BjV7r7M,Yes,Yes,True,random,0.045
7478,Yvigslb0kClE,Yes,Yes,True,adversarial,0.045
20930,Y6CDl4CqOgMg,Yes,Yes,True,random,0.045
11784,Y_GI7meqlYZk,No,No,True,random,0.045
13250,Yv7BaYF0kagM,Yes,Yes,True,popular,0.045
18433,YlVr-PxhZo8s,Yes,No,False,adversarial,0.045
9966,YARFFw0e_jig,Yes,Yes,True,adversarial,0.045
19314,Y5YzNSjmZ3Wg,No,No,True,adversarial,0.045
29051,Y7bO0AJI-ihs,No,No,True,adversarial,0.045
9734,YwoadpeAGHUQ,Yes,Yes,True,popular,0.045
21521,Ya3GzZKxUTy8,Yes,No,False,adversarial,0.045
1465,YdlsiellSFf0,No,No,True,popular,0.045
20760,Y404cD3bVXDc,No,No,True,adversarial,0.045
2958,YOMGHnJV0l2U,Yes,Yes,True,random,0.045
12970,YlYhwCRX2wNc,No,No,True,random,0.045
2943,Yu9px4Lwv9XI,No,No,True,adversarial,0.045
19910,YnLtNjMimLE0,Yes,No,False,adversarial,0.045
17265,YynHdcJ9Oqaw,No,Yes,False,random,0.045
25321,Yyau2WIRkxb8,No,No,True,popular,0.045
10711,Y2RjqBRzmxaM,No,No,True,random,0.045
25098,YNtQiduPRiRg,No,Yes,False,random,0.045
3186,Y-NsC63dA01g,No,Yes,False,adversarial,0.045
20828,YEBCH7TPgiPc,No,No,True,popular,0.045
6153,YoOMtaqvQ3_M,Yes,Yes,True,popular,0.045
28839,YGGgQR7aIofY,Yes,Yes,True,random,0.045
3227,YUCy1BEx8jBE,No,No,True,random,0.045
2606,Yific_gRalg0,No,No,True,adversarial,0.045
26899,YmSF_FqBtRPs,No,No,True,random,0.045
22572,YoiIi6H83Y38,Yes,No,False,popular,0.045
9738,YawxrHOpt-sE,Yes,No,False,adversarial,0.045
3007,Yhrv6fwnmBkY,Yes,Yes,True,popular,0.045
16495,YpWQeV08kYR0,Yes,Yes,True,popular,0.045
6239,YWmDe2xbnSY4,Yes,Yes,True,popular,0.045
7509,YZsf2YvJfCKw,Yes,No,False,popular,0.045
5336,YRp4Ct_TQvAM,Yes,Yes,True,random,0.045
12856,YPkmpxrsidZM,No,Yes,False,popular,0.045
30073,YQTSKjweEWew,No,No,True,adversarial,0.045
6395,Ybpv_LneHmfU,No,Yes,False,random,0.045
24363,YlX3k5p2I_g0,Yes,Yes,True,popular,0.045
2794,YAbplcXwXnvE,Yes,Yes,True,popular,0.045
14735,Y-aYumc8KoXg,No,No,True,adversarial,0.045
23366,YVkbp8VmL3pM,No,No,True,popular,0.045
25001,YSoO1HhaEc9Q,No,Yes,False,adversarial,0.045
22329,YRk-ujWKzPuc,No,Yes,False,adversarial,0.045
4668,Y7P6lcyeDKNI,Yes,Yes,True,popular,0.045
15803,YhDMHIDJdfDA,No,No,True,random,0.045
21468,Y-R69Fa-mCaY,Yes,Yes,True,popular,0.045
28909,YR8bHTHnF8j4,No,No,True,adversarial,0.045
16058,YemGPabOePzA,Yes,Yes,True,random,0.045
14038,YCxaPpRJRkn0,No,No,True,adversarial,0.045
15292,Y5G6b_QWL3nY,No,No,True,random,0.045
30617,YTWOgvDaDqlU,No,No,True,popular,0.045
9540,YARFFw0e_jig,Yes,Yes,True,random,0.045
30105,YrINmxSXMR-s,Yes,Yes,True,adversarial,0.045
26302,YEUZaxaWqhwg,Yes,Yes,True,popular,0.045
22063,YkF1KWybdRpM,Yes,Yes,True,random,0.045
5213,Y4SZ7JXDCNps,No,Yes,False,adversarial,0.045
8002,YRtenf2XSXRc,Yes,Yes,True,popular,0.045
2989,Yu9px4Lwv9XI,No,No,True,popular,0.045
185,YDlWd7Wmdi1E,No,Yes,False,random,0.045
512,Yu84FiZ_omhA,Yes,Yes,True,popular,0.045
5432,YXplKBvZaHXA,Yes,No,False,adversarial,0.045
19359,YD2Xc_jZllDY,Yes,No,False,adversarial,0.045
3812,YPMMkPq5jJXY,Yes,No,False,random,0.045
17181,Yi2yhbckq3p0,No,Yes,False,adversarial,0.045
3165,YDt53UZgyznE,No,No,True,popular,0.045
3913,YzoxFl3pddMg,No,Yes,False,random,0.045
5476,Yhzn_wGlzGpU,No,Yes,False,adversarial,0.045
5785,Y9BGLAUSF0sk,No,Yes,False,popular,0.045
7941,YD9GHUPGWsV0,No,No,True,adversarial,0.045
6208,Y2ymiXjImwGs,No,No,True,popular,0.045
18020,Ye6jSpvTvfJ0,Yes,Yes,True,random,0.045
27874,YeYbFtxZmKL4,Yes,Yes,True,popular,0.045
22332,YKnsKf9KoNds,Yes,Yes,True,random,0.045
19511,Y5YzNSjmZ3Wg,No,No,True,popular,0.045
14981,Y4_Cak7gvly4,Yes,No,False,adversarial,0.045
7775,YHVz-FJBf_iM,Yes,Yes,True,random,0.045
23484,Y1wW0YJQ-Xa0,Yes,Yes,True,adversarial,0.045
9032,YdP5DbAzTl5M,Yes,No,False,adversarial,0.045
8104,Y4xrL4TSgHwU,Yes,Yes,True,random,0.045
12618,YptIksg9KEac,Yes,Yes,True,popular,0.045
22127,YHqndxoujCYI,No,No,True,popular,0.045
16312,YGMP8m09j5vk,No,Yes,False,popular,0.045
26301,YrvtA7c1I4xo,Yes,Yes,True,random,0.045
10975,YKel-hfZ_9h8,Yes,Yes,True,random,0.045
26255,YB3O476LeuXY,No,Yes,False,random,0.045
22250,Y6aWnK1GyeJY,No,Yes,False,adversarial,0.045
4029,YAtkD-3GjXMw,No,Yes,False,adversarial,0.045
4763,YbX2vDaHL26U,No,Yes,False,adversarial,0.045
26158,YfPqj3nnwQOI,Yes,Yes,True,adversarial,0.045
14398,YK2kIOBeCfuo,Yes,Yes,True,adversarial,0.045
19167,YnLZeG9LaLgw,Yes,Yes,True,popular,0.045
23518,Y0G7rb74R-2A,Yes,Yes,True,popular,0.045
21688,Yf8WPf5F22xI,Yes,Yes,True,random,0.045
27332,YB3O476LeuXY,No,No,True,popular,0.045
18167,YrbO727iF03I,Yes,No,False,adversarial,0.045
25842,Yr2KhpX_QgXA,No,Yes,False,popular,0.045
515,YPLHXGDnig4M,Yes,Yes,True,random,0.045
12598,YqPYwp1K4sZE,No,No,True,adversarial,0.045
30469,Yo7jW6Suyfbs,Yes,Yes,True,adversarial,0.045
26375,Yj_NSuPnx5LA,Yes,No,False,popular,0.045
7606,YT32kii824pA,Yes,Yes,True,random,0.045
18439,YRrmBGjJqlEo,No,Yes,False,popular,0.045
17053,Y8F-ndyrEWJ8,No,Yes,False,adversarial,0.045
9167,YIvfaKPDWC00,Yes,Yes,True,popular,0.045
23521,YFJkvAMLmejY,Yes,Yes,True,random,0.045
18257,YRrmBGjJqlEo,No,Yes,False,adversarial,0.045
9086,Y63KW_EQ72yU,Yes,Yes,True,random,0.045
10681,YszkiW0GXEOI,Yes,Yes,True,random,0.045
17117,YBGEMgl1xjac,No,No,True,random,0.045
1389,YH-vTZh81qAU,No,No,True,popular,0.045
26540,YHdPSebdDxe4,No,No,True,adversarial,0.045
29092,YLF6x7B0Ppvo,No,Yes,False,adversarial,0.045
17611,YTd2EEDdFlRY,No,Yes,False,random,0.045
20175,Y5t6tSW0yT40,Yes,Yes,True,popular,0.045
4155,YzoxFl3pddMg,No,No,True,popular,0.045
12313,Y8b9z7N25DmU,No,No,True,random,0.045
27231,YDjKGzOe_COc,Yes,Yes,True,random,0.045
29710,Ylq9RvAA4mqY,No,Yes,False,random,0.045
5070,YlJayhiVzl_E,Yes,Yes,True,adversarial,0.045
8554,YITlqMkR5alY,No,Yes,False,adversarial,0.045
19979,Y-BUWGM7qeUM,No,Yes,False,random,0.045
3848,YjjHIINDfE1c,Yes,Yes,True,adversarial,0.045
25305,YMvHpNzDpC6Q,Yes,Yes,True,popular,0.045
4124,YVQnmlf2OsUg,Yes,No,False,adversarial,0.045
1149,Yzq00Oe1ecpE,No,Yes,False,random,0.045
11359,YdmUOSyPXkUw,Yes,Yes,True,popular,0.045
27499,YtwFypUcdgRc,No,Yes,False,popular,0.045
27444,Yorgwzt45ojE,Yes,Yes,True,popular,0.045
23641,YNmmbNqmsPaY,No,Yes,False,popular,0.045
20611,YEBCH7TPgiPc,No,Yes,False,adversarial,0.045
15540,Yx5AH2gW_8S4,Yes,Yes,True,random,0.045
23637,YyRoKi7rhSRo,No,Yes,False,adversarial,0.045
27915,Yv59uHr-B1no,No,No,True,popular,0.045
30423,YrINmxSXMR-s,Yes,No,False,popular,0.045
12474,YLB6CZ0x-kns,No,No,True,popular,0.045
9192,YE3D_z0aoUEg,Yes,Yes,True,random,0.045
25525,YFi4-IqJo2xQ,No,No,True,adversarial,0.045
25065,YMOxddxW5PXs,Yes,Yes,True,popular,0.045
30222,Yo3mZR8OvPko,No,No,True,popular,0.045
26403,YEfk5kdn9lR8,No,Yes,False,popular,0.045
9576,YJfaj4P3us9M,No,Yes,False,popular,0.045
10924,YjXkLS_QzUrI,No,No,True,adversarial,0.045
18108,YSePTNAN7s-w,Yes,Yes,True,random,0.045
19163,YwOFBldBFRNk,No,No,True,popular,0.045
11831,YLB6CZ0x-kns,No,Yes,False,random,0.045
7486,YOTLtzk0W4zg,No,Yes,False,random,0.045
3465,YF7QtqKtllK0,Yes,No,False,popular,0.045
26948,Yp9qRTh4BmSE,Yes,Yes,True,adversarial,0.045
2138,Y9U8COLzEegs,Yes,No,False,adversarial,0.045
3168,YOMGHnJV0l2U,Yes,No,False,adversarial,0.045
11683,Y5iTRKJqUIw8,Yes,Yes,True,random,0.045
23452,YR_g4RpU9mO0,No,No,True,adversarial,0.045
3549,YlfO471Rn61k,Yes,Yes,True,popular,0.045
6760,YFKaJsvcyHTk,No,Yes,False,adversarial,0.045
2844,Yd1tL-9BILy8,No,No,True,popular,0.045
27274,Y3qTL7QRk-tg,No,No,True,popular,0.045
28923,YggN4-K5AgoM,Yes,No,False,popular,0.045
18862,YwSHzVxdMiTo,No,Yes,False,adversarial,0.045
9853,YWU3qB7gf6ao,No,Yes,False,adversarial,0.045
2980,YWWkhzcmx3VE,Yes,Yes,True,popular,0.045
12214,YlHh0SwUhP8U,Yes,Yes,True,random,0.045
18602,YSZ6CcXINiiE,Yes,Yes,True,random,0.045
18564,YS_3aeOvniZc,No,No,True,random,0.045
22481,Yne2DpKCIr4Y,No,Yes,False,adversarial,0.045
15503,YvruDH_YLaPI,No,Yes,False,adversarial,0.045
1854,YKtTLsveexOg,Yes,Yes,True,random,0.045
22944,Y2msevPMQB4M,Yes,Yes,True,random,0.045
22085,YCMNlIW6Lkwc,No,Yes,False,random,0.045
16655,Yi2yhbckq3p0,No,Yes,False,random,0.045
22719,Yne2DpKCIr4Y,No,No,True,popular,0.045
8455,YelztUCeNQvQ,No,Yes,False,random,0.045
5904,YTdl9SmBbRnA,Yes,No,False,popular,0.045
21664,Y7_smJ8VbfSU,No,Yes,False,popular,0.045
13490,YrPkCYq4Zjwk,No,Yes,False,popular,0.045
18496,YZ_smJ66Tb3c,No,Yes,False,popular,0.045
12710,YTtRtURWVYBE,Yes,Yes,True,adversarial,0.045
347,YyL3gKa6YLoM,No,Yes,False,adversarial,0.045
9779,Y9BukzlPNqC8,No,No,True,random,0.045
10073,YARFFw0e_jig,Yes,Yes,True,popular,0.045
24839,Y8nUqSYC66mI,No,Yes,False,adversarial,0.045
18223,YKVAIaRPry24,Yes,No,False,adversarial,0.045
23787,Y9z2OwpftxUE,No,Yes,False,adversarial,0.045
30157,YkLYCjD6vWI4,Yes,Yes,True,adversarial,0.045
