entry_id,audio_index,label,response,correct,mean_cosine,std_cosine,cosine_count,sampling_method,vsv_lambda
6050,YfwhkCnOeyC0,Yes,Yes,True,0.06512366528019171,0.06962618321593099,108,random,0.05
30843,Ylq9RvAA4mqY,No,Yes,False,0.09824653753700356,0.059275701958169696,72,popular,0.05
24511,Yy-RSojxgkDo,Yes,Yes,True,0.08775628090586031,0.06433481262423463,108,random,0.05
29220,YJdFmMw0zyKA,No,No,True,0.08778315493664532,0.06248791135818366,108,adversarial,0.05
7507,Y2t82STv2GR8,No,No,True,0.09826673872076855,0.05729623053992609,72,adversarial,0.05
9493,Y-NrFeH-kBSM,Yes,Yes,True,0.07891111345142471,0.062067564961130674,108,adversarial,0.05
18130,YY3lNEe-ZGF0,No,No,True,0.05972835606964374,0.07081821802202454,108,random,0.05
21167,YYH4qi8Ul6v0,Yes,Yes,True,0.08801079202385154,0.056474567984104725,72,random,0.05
906,YOpiWMltpj44,No,No,True,0.0783754265392889,0.06446275568128232,108,popular,0.05
17606,Yq3SEOW2m4WY,Yes,No,False,0.0936152203002065,0.06054385963671548,72,popular,0.05
24823,YMOxddxW5PXs,Yes,No,False,0.09053508040960878,0.058766948381351644,72,adversarial,0.05
18011,YatmDP_fmK_8,No,No,True,0.0890319802004982,0.0763836655354439,108,random,0.05
1742,Y3iLGu2Omgrw,Yes,Yes,True,0.05639338411964235,0.061883534376524725,108,popular,0.05
30629,Y2ABngPM3raQ,Yes,No,False,0.08839368896075973,0.06387042337476208,108,adversarial,0.05
24935,YS8k47ME-YT4,No,No,True,0.09855687752618299,0.05892118484151061,72,popular,0.05
25694,Y4YMXgLFcR94,Yes,No,False,0.10046069824602455,0.06200780674489882,72,random,0.05
4831,YCh0LMmhBUg4,No,No,True,0.09125692093382692,0.059229484282023806,72,adversarial,0.05
21860,Y-SkjbQVgJ0M,No,No,True,0.06598705660629396,0.07383597386388722,108,random,0.05
26598,YK8-b0VtNOqA,Yes,Yes,True,0.08889804462635059,0.07503906625583423,576,random,0.05
18290,YWCYfCfW9NA0,Yes,Yes,True,0.09327388177108434,0.06639798324624983,72,random,0.05
8104,Y4xrL4TSgHwU,Yes,Yes,True,0.09527139426467733,0.06528219808457947,108,random,0.05
29980,YbLZFtoWXYTA,Yes,No,False,0.08963334822436553,0.06570961085270217,108,popular,0.05
6474,YJon_DEFqsfM,Yes,Yes,True,0.09334752476489586,0.05967123440922343,72,random,0.05
10432,Y3IScngdQA4I,Yes,No,False,0.09160116677715753,0.06777844430278161,72,adversarial,0.05
16853,YNwoBDrTlbTI,No,Yes,False,0.09842443969790582,0.05992030523985126,108,random,0.05
27410,YXi6V0LGvqoo,No,No,True,0.10334852358533277,0.05903085672940887,72,random,0.05
2871,YzEaGx6an4es,No,Yes,False,0.06845394516777661,0.07722697617390628,108,random,0.05
14712,YC5kmOK_l4jc,Yes,No,False,0.09593796680888368,0.06020216662933704,72,popular,0.05
11731,YUE3XnVFodMI,Yes,Yes,True,0.04154886240225837,0.07646858244210754,108,adversarial,0.05
5381,YqF72bT878gw,Yes,No,False,0.08864364044792536,0.06498307404867046,72,popular,0.05
17330,YIFRmbxWK8u0,Yes,No,False,0.08794570116744446,0.06647348992142037,108,popular,0.05
26824,YBz9Y5nZK3eo,Yes,Yes,True,0.09627087066743385,0.06638915122058302,108,random,0.05
19050,YsbW7XwwUtSU,No,Yes,False,0.05244671564152533,0.07854696943587068,108,random,0.05
30799,YJmWaRt8-u0s,No,No,True,0.09622412757016718,0.06738606113964112,108,adversarial,0.05
16530,Y8F-ndyrEWJ8,No,Yes,False,0.08624135683877049,0.06502228974524163,108,random,0.05
3956,YjOYvIISk--4,Yes,No,False,0.0814342581641675,0.06386169152975174,108,popular,0.05
3358,YUmNrhFKpWIY,Yes,No,False,0.09381978895463464,0.05982403028998984,72,popular,0.05
25439,YpHNMcX-9FDs,No,No,True,0.10006982154057671,0.05776092325052482,72,random,0.05
16332,YhDMHIDJdfDA,No,No,True,0.10335012926306161,0.06931985384426063,108,adversarial,0.05
9777,YxIztYnMIWUA,No,No,True,0.08720345602961499,0.06679944332290388,108,popular,0.05
10190,YrjUrB1WUpcI,Yes,Yes,True,0.10221715777771789,0.07881738055698338,432,adversarial,0.05
2551,YRNBoH2LHQEM,No,No,True,0.10164376958790752,0.06527354506781805,72,popular,0.05
30037,Yii3Geza3hAU,Yes,Yes,True,0.09098183127827253,0.06400585446823094,108,popular,0.05
1917,Y_AcJVyToQUQ,Yes,No,False,0.09519410536934932,0.0552194728953459,72,random,0.05
7119,Y2t82STv2GR8,No,No,True,0.10316425917618391,0.0577006436333578,72,random,0.05
11998,YCchRf2jq6fc,No,Yes,False,0.09258320540431197,0.0633568521995387,108,random,0.05
22558,YRk-ujWKzPuc,No,No,True,0.08186704235548084,0.06782857598618866,108,popular,0.05
6450,YFKaJsvcyHTk,No,Yes,False,0.0728704672763814,0.07461306274417674,108,random,0.05
13398,YXPebkNzsnRI,No,No,True,0.10241896959228648,0.05916527830908403,72,random,0.05
14524,YMjSegUnQXr4,No,Yes,False,0.09296858251306091,0.05922431742832441,108,adversarial,0.05
26116,Yj_NSuPnx5LA,Yes,No,False,0.10089137015812513,0.057328371241389155,72,adversarial,0.05
2473,YBlbGXalLNVU,Yes,No,False,0.09597490926238673,0.06633284354009626,108,random,0.05
14326,YGkb4f6yodPE,Yes,Yes,True,0.1044309757977586,0.06944926699374189,108,popular,0.05
2761,YPtW0cZVprJQ,No,Yes,False,0.10230233113246935,0.06878863836628298,108,popular,0.05
16133,YECw5Yf7QoMo,No,No,True,0.0507099253203099,0.0708041360030775,108,popular,0.05
5432,YXplKBvZaHXA,Yes,No,False,0.09006182787319024,0.05722693522640014,72,adversarial,0.05
7847,YbmEF-c-M174,Yes,No,False,0.09680975731289773,0.06403380758435387,108,popular,0.05
28281,YK-7Y8yhcUiw,Yes,No,False,0.09656604506178862,0.06043582196701482,72,adversarial,0.05
1003,Y4IeDBwyQ9ZQ,No,Yes,False,0.06941954086155251,0.07020811531939113,108,popular,0.05
16710,YkHIe4CfaccQ,Yes,Yes,True,0.0972915783058852,0.06508878553933103,108,random,0.05
10160,YfK4QBQZ6i7w,Yes,No,False,0.05373721478368949,0.07658150969110658,108,popular,0.05
10957,YLxu-3_h4kc4,Yes,No,False,0.07203999385065227,0.07456622278777175,108,popular,0.05
23040,YKnsKf9KoNds,Yes,No,False,0.08724815513738172,0.0607933586993302,72,adversarial,0.05
30550,Y8o-Y4QP8LWs,No,No,True,0.09852188691945264,0.0667836972351344,108,popular,0.05
5992,Ypgq2KPX5_SA,Yes,No,False,0.09141968178597314,0.06784489224395628,108,adversarial,0.05
2595,YLs1zyPjs3k8,No,No,True,0.09899902345609411,0.06819690090504432,72,popular,0.05
27343,YlgwpIImXCWA,Yes,No,False,0.08563192712770412,0.05901681238390039,72,random,0.05
19783,Y8VOibo9Q_Dc,Yes,Yes,True,0.09960394747624243,0.05998851821652609,108,adversarial,0.05
18772,Ygf6H_MWCqjw,No,No,True,0.08320910325791273,0.06788268671481534,72,popular,0.05
18983,YXamQAY_WXRY,No,No,True,0.07724178872174686,0.070247561547577,108,popular,0.05
20752,YxpZna_FwDhI,Yes,No,False,0.08867145502396549,0.06048732505408882,72,popular,0.05
17726,Yek9Fsmm3xqk,No,No,True,0.08179372277421255,0.07187868626332478,72,popular,0.05
25784,YnmLMLgWPmFM,No,No,True,0.09097061500627508,0.06165407484283718,72,random,0.05
23019,YKJhGuhNHToA,No,No,True,0.0839371660258621,0.07089455558174375,108,adversarial,0.05
2033,Ylh801oHGtD4,Yes,Yes,True,0.0828682611269566,0.058882675047760624,72,random,0.05
11373,YMTaLknnq4wc,Yes,No,False,0.1018879934369276,0.07127127433309115,108,adversarial,0.05
23878,Y9hxFqltp3xw,Yes,No,False,0.08381072034777996,0.060658874011699206,72,adversarial,0.05
12094,YsTMKled6Q1M,Yes,No,False,0.09333150345870915,0.05658346107523013,72,popular,0.05
26807,YHdPSebdDxe4,No,No,True,0.0871766610071063,0.06612726152974521,108,popular,0.05
1762,Y_ezm-TpKj1w,Yes,Yes,True,0.09712914775850044,0.06007079171141401,72,random,0.05
3331,YHZ9O6sc7cLA,No,No,True,0.08691342327963664,0.06024230912683491,72,random,0.05
29236,YJHhEjsAkZoc,No,No,True,0.09561679619623141,0.07070798691168702,108,popular,0.05
15993,Y4abZbau8tZo,Yes,No,False,0.07458033565759521,0.07583214502209844,108,adversarial,0.05
23394,YlX3k5p2I_g0,Yes,No,False,0.09140347343620508,0.07750855387257821,576,random,0.05
6208,Y2ymiXjImwGs,No,Yes,False,0.07982176538401593,0.0666475093938292,72,popular,0.05
30640,YBQ-r9mEHssU,Yes,No,False,0.09002347346567721,0.06582546139960863,108,popular,0.05
2912,Yy93cZqNCtks,Yes,No,False,0.08628469016575427,0.0671744309674076,108,popular,0.05
871,YK_Vre_-4KqU,No,Yes,False,0.05550577178278386,0.07521682215211456,108,random,0.05
29449,YUjje3lSabsg,No,No,True,0.08584181264611995,0.06754445075730797,72,popular,0.05
18035,Y3ue0gJM0THk,Yes,No,False,0.05911079435436814,0.07102549471719666,108,adversarial,0.05
24886,Yk1QxQ4jJaEQ,Yes,No,False,0.07237411205035944,0.06694597090870735,72,popular,0.05
8383,YzEM94PH29VQ,No,No,True,0.0748747567585842,0.06584023452124445,108,random,0.05
24252,Y9vZDsGjyh5M,Yes,No,False,0.10666668321937323,0.057470666454176936,72,popular,0.05
12722,YqPYwp1K4sZE,No,No,True,0.10196972351210813,0.06016312010490749,72,popular,0.05
22673,YCMUuelJFJ7Q,Yes,No,False,0.10460783606524476,0.07061918951558682,144,random,0.05
15975,YrBUCIK8JRLg,No,No,True,0.09776436257245089,0.06804420552409002,108,random,0.05
21223,YsI7_ycEYzAY,No,No,True,0.07946400523737625,0.06882132985968302,108,random,0.05
26424,YfPqj3nnwQOI,Yes,No,False,0.09656154814810078,0.06448983659219103,72,popular,0.05
19685,Y14izd_i3ryE,No,Yes,False,0.05331516772060207,0.0753436859353409,108,popular,0.05
30105,YrINmxSXMR-s,Yes,Yes,True,0.08051166968868563,0.06643842234390923,108,adversarial,0.05
31057,YgW7s3YAthpI,No,Yes,False,0.09802647923136613,0.07898172682723766,540,popular,0.05
10182,YErxgH5g3Kx0,No,Yes,False,0.10215869239214549,0.060882134445350976,72,random,0.05
8351,YilspW7JRjAg,Yes,Yes,True,0.09807377657772223,0.06006287561115948,72,adversarial,0.05
15244,YGIOApFAWDOc,Yes,Yes,True,0.09606963934816627,0.056229308574377884,72,random,0.05
2844,Yd1tL-9BILy8,No,Yes,False,0.07101590434710185,0.07468702047897936,108,popular,0.05
15348,YUV1kdjwpy6U,No,No,True,0.0921159586804505,0.06999107153101329,108,adversarial,0.05
22148,Y0yETgW44MZU,Yes,Yes,True,0.07803021052515963,0.07365796070228893,72,random,0.05
3168,YOMGHnJV0l2U,Yes,No,False,0.09126281966369047,0.0651636025848032,108,adversarial,0.05
29894,Y4UPOUGVMlEs,Yes,No,False,0.05681529251806852,0.07833690863209272,108,adversarial,0.05
26854,Y3hzy-FL24no,Yes,No,False,0.05069165205134562,0.07478050638787449,108,random,0.05
1843,Yq46VXJ6JN9M,No,No,True,0.10924937656252748,0.0621572334331141,72,popular,0.05
27391,Yw_Utn3CwAXE,No,No,True,0.05842348320638174,0.0625271775575351,108,popular,0.05
28952,YJHhEjsAkZoc,No,Yes,False,0.0935727870479847,0.0568910696683635,72,adversarial,0.05
18108,YSePTNAN7s-w,Yes,Yes,True,0.048570748940282675,0.07474236413672643,108,random,0.05
10393,YbIiiIo20PsY,Yes,Yes,True,0.09912278738166033,0.06775870974681297,108,popular,0.05
19820,YfmEft49sPfE,No,No,True,0.08651488016928649,0.05816537964727403,72,popular,0.05
16921,Y32565FEuksc,Yes,No,False,0.08533400735015878,0.06181163412426212,72,popular,0.05
4439,YQHfyKaOHSz4,No,No,True,0.09411187790101394,0.059429443168152504,72,random,0.05
16218,YVZLZ08k3YeA,No,No,True,0.08748083388410224,0.06332749365041199,72,adversarial,0.05
1040,YBZCEDkx37rI,No,No,True,0.09933678118977696,0.07223993152890984,144,random,0.05
4306,Yh5_1pnkl_SY,No,Yes,False,0.07573219556878838,0.08039879221305743,108,random,0.05
4368,YUhCzD6EBJBU,No,Yes,False,0.10154964057275923,0.06311185638210923,72,adversarial,0.05
14235,YwrQDkX0NbTA,No,No,True,0.07781293396665542,0.061676101037191906,108,popular,0.05
17524,Y2JV3emH50XU,No,Yes,False,0.0890990841790982,0.061623977536889876,72,popular,0.05
12791,Y7XXSOzDQ2z0,No,No,True,0.09726487121682752,0.07052746891408274,108,popular,0.05
7079,Y6eX6bJOFftA,Yes,Yes,True,0.08922861119370079,0.05998381073655586,72,adversarial,0.05
20155,YESjMIqrvRj4,No,No,True,0.08396954854726102,0.07240829277003728,108,popular,0.05
28744,Yjj2RyNDj7no,Yes,Yes,True,0.0972059674785231,0.071658368232814,108,random,0.05
18317,YZ_smJ66Tb3c,No,Yes,False,0.08975540843352468,0.06700654694425755,108,adversarial,0.05
29051,Y7bO0AJI-ihs,No,No,True,0.09799575235390673,0.05735909732658312,72,adversarial,0.05
15676,YvruDH_YLaPI,No,No,True,0.08778940848861608,0.07573578436052084,612,popular,0.05
7002,YQARuiRtfy-k,Yes,Yes,True,0.09396499308058992,0.0570804542217788,72,adversarial,0.05
20930,Y6CDl4CqOgMg,Yes,Yes,True,0.08969999782534109,0.06016643568254781,72,random,0.05
25098,YNtQiduPRiRg,No,No,True,0.09773042012238875,0.06188560926145228,72,random,0.05
5050,YjjfUaMQaG1A,No,Yes,False,0.05291742217485552,0.07080500583611124,108,popular,0.05
23831,Y0_K6OKtoBBU,No,No,True,0.11140984101479666,0.06369354467825449,72,adversarial,0.05
19731,YIsUG5SKWNZA,No,No,True,0.10037752059805724,0.060956930433526804,72,popular,0.05
19067,YmYQrjcYNrW0,Yes,No,False,0.09489117289194837,0.06169252840924078,72,random,0.05
7019,YbUTOsLXYyxg,No,No,True,0.06720438287852125,0.07201438819986032,108,adversarial,0.05
9112,Ycr0GiZr0TNY,No,No,True,0.07381265763089889,0.07054177413499065,108,adversarial,0.05
14538,YkVYNXZd0MMY,No,Yes,False,0.08959683670050085,0.06618222403622644,108,popular,0.05
23182,YW4GEwnXc9tQ,Yes,No,False,0.09142305029349194,0.06240286395874133,72,random,0.05
7933,YhuMLK0oA3L8,No,No,True,0.09555055422590981,0.07940709049577455,468,random,0.05
1422,Yup2PpjTzyyc,Yes,No,False,0.04518080849623032,0.07754713286769326,108,popular,0.05
15625,YKSHpYhuTotY,No,Yes,False,0.07254712181891614,0.07735675815965679,648,popular,0.05
22012,Y1L_OyngNZMA,No,No,True,0.08776443814794119,0.06004377706895691,72,adversarial,0.05
14295,YrtgVoZCcBw8,No,No,True,0.0640473950792242,0.07698532124184569,108,random,0.05
7606,YT32kii824pA,Yes,No,False,0.1115772202994401,0.08180311161890227,252,random,0.05
13335,YWqXFAY4k79s,No,No,True,0.09342405656988612,0.06794358109258831,108,random,0.05
4681,YSE_3nszEw7o,Yes,Yes,True,0.05877268584488236,0.07736018105943275,108,adversarial,0.05
3603,YJ0yeFeKvIt8,No,No,True,0.08381238086925198,0.07354769591949482,72,adversarial,0.05
13922,Y13CBvjHZhOA,Yes,Yes,True,0.09408958071273649,0.06127453723317573,72,adversarial,0.05
18654,YSePTNAN7s-w,Yes,Yes,True,0.09053606215295279,0.06608144585487444,72,adversarial,0.05
30808,Yo7jW6Suyfbs,Yes,No,False,0.10708655372986363,0.06323142781391862,72,popular,0.05
8232,Y1PvMtRIlZNI,Yes,No,False,0.022143213975208777,0.09666694656501952,108,adversarial,0.05
25565,Y1Og2TJ3bXW0,Yes,Yes,True,0.08206346144369389,0.06928702914905929,108,popular,0.05
27393,YrvtA7c1I4xo,Yes,Yes,True,0.09169653672897429,0.06520687325653418,108,popular,0.05
17228,YkHIe4CfaccQ,Yes,Yes,True,0.057546944366078136,0.07019794078335337,108,adversarial,0.05
23213,YGE1aZSnPr2Q,No,No,True,0.10473589507724952,0.06921858399938519,108,popular,0.05
13802,YPVvi2SDOjVc,Yes,Yes,True,0.06696087183189336,0.06930568553520206,108,random,0.05
1693,Y3iLGu2Omgrw,Yes,Yes,True,0.08135236986385684,0.060252693078289656,72,adversarial,0.05
7011,YlmPMhs-9IYE,Yes,No,False,0.09082565288149959,0.06174261098730336,72,random,0.05
2367,YEYTz1LPDHsc,No,No,True,0.10239672271914228,0.06869187843487991,108,popular,0.05
14425,YQOmV7O9mFwg,Yes,No,False,0.09263437014791027,0.06062957336790043,72,popular,0.05
4488,Y0NGSrwioYjA,No,No,True,0.05786006497146445,0.0723769155869433,108,popular,0.05
23820,Y-FW109cbv0g,No,No,True,0.05766724959378027,0.07783344139230877,108,random,0.05
5979,YrUq4w4EUSWA,No,No,True,0.08165839815908973,0.06411924937872088,108,random,0.05
12567,Y1N_DtRpdAp8,No,No,True,0.0651378843985084,0.06986510266692718,108,random,0.05
7076,Yu8bQf0SnCVI,No,No,True,0.08911901077738514,0.06343419633008349,108,popular,0.05
11841,YcFHFVGOtp6g,Yes,Yes,True,0.09939832060546097,0.07166761707922868,108,random,0.05
23452,YR_g4RpU9mO0,No,No,True,0.09055821716901846,0.059778464451467776,72,adversarial,0.05
8038,YL_CNz9Vrtkw,Yes,Yes,True,0.07203301006100243,0.07196999767683765,72,random,0.05
5160,YXplKBvZaHXA,Yes,Yes,True,0.0802870639318927,0.058568655768137814,72,random,0.05
18144,YeJCaRgf1M20,Yes,Yes,True,0.07595101945723097,0.07112877820359817,72,random,0.05
9576,YJfaj4P3us9M,No,No,True,0.08033760919675438,0.07151371803821874,72,popular,0.05
30181,YCwxgQS3SXic,No,No,True,0.0807742209656647,0.0712601673558483,108,adversarial,0.05
7554,YRtenf2XSXRc,Yes,Yes,True,0.09017580140223597,0.0664186830229873,108,random,0.05
11914,Yr2djvq1vc68,Yes,No,False,0.05872740757789601,0.07272286429047917,108,adversarial,0.05
19642,YwFiCblfZ-vg,Yes,Yes,True,0.07077963980501173,0.06370976146881063,108,adversarial,0.05
6160,Yjlwe9jtu5Gw,Yes,Yes,True,0.10439367875612031,0.07053906017212189,108,random,0.05
20186,YH7-orYrKBeo,Yes,No,False,0.09232196974335238,0.06577146515911733,72,adversarial,0.05
16487,YrE6BJ0Bo4w4,No,No,True,0.06430816098495766,0.06364545300398952,108,random,0.05
15477,Y0ury8KHQdL4,No,No,True,0.07610140423100718,0.06291673869674518,108,popular,0.05
13490,YrPkCYq4Zjwk,No,No,True,0.0948863194983763,0.05624291640330967,72,popular,0.05
23590,YQRtuOWWya30,Yes,Yes,True,0.09904424652793548,0.05983654420648407,72,random,0.05
16848,YmlnUJH4BQnk,Yes,No,False,0.08620835056192139,0.0605390785232611,72,random,0.05
5946,Y6OlHuvJR_Dk,No,Yes,False,0.09472514633779172,0.06470373701056524,108,popular,0.05
11197,Yi1u_2eZYYlE,No,No,True,0.07872290036202348,0.07485719166798536,108,random,0.05
15197,YdJYO3RbBabE,Yes,Yes,True,0.08666629557006268,0.05624583939819509,72,popular,0.05
15503,YvruDH_YLaPI,No,Yes,False,0.07986019326253208,0.07207089435610349,108,adversarial,0.05
15257,Yazh_-OkQ-uI,Yes,Yes,True,0.05077059935191991,0.07041967559224394,108,adversarial,0.05
3848,YjjHIINDfE1c,Yes,Yes,True,0.053505576763267594,0.07545241842641683,108,adversarial,0.05
10879,Y2KR0C5ysO8o,No,No,True,0.0816361340607896,0.06645607922246424,108,random,0.05
13167,Y4_DjmCg8Ra8,No,Yes,False,0.05267571737662096,0.07703572780077021,108,random,0.05
14145,Y3kBlVLkN0zo,No,Yes,False,0.09765851431681465,0.05748555950209658,72,adversarial,0.05
5431,YrgrmLLhxoCQ,No,No,True,0.06781218840775115,0.06633316810749029,108,popular,0.05
29947,YGGgQR7aIofY,Yes,No,False,0.10426759145533045,0.05978790314798777,72,popular,0.05
18361,YDc2WEiRk0rA,Yes,No,False,0.07965059720704125,0.07227258644181493,72,adversarial,0.05
15310,Y0ury8KHQdL4,No,No,True,0.06697023500412426,0.0627399438445115,108,adversarial,0.05
23093,Y0yETgW44MZU,Yes,Yes,True,0.0878108211974096,0.058169623642822806,72,popular,0.05
27441,Y8ycflE3dIHw,No,Yes,False,0.09898369388085687,0.06728999119292382,72,adversarial,0.05
16198,Y4fz0-Kx2oNs,Yes,No,False,0.09182871902723694,0.06322737184394628,72,adversarial,0.05
12532,YCYUlLTKoa1Y,No,Yes,False,0.07736809243862,0.06709565566365225,72,popular,0.05
16640,YIFRmbxWK8u0,Yes,Yes,True,0.11101171978387153,0.06389518927027404,72,random,0.05
6566,Y4KObP7cREWw,No,Yes,False,0.09347116320256006,0.07150993217397866,108,popular,0.05
16368,Y4fz0-Kx2oNs,Yes,No,False,0.09144650219025573,0.06684140246513413,108,popular,0.05
28581,Y0AsXkZkqelg,No,No,True,0.05677368931679262,0.07103422795358232,108,popular,0.05
29856,Yjj2RyNDj7no,Yes,Yes,True,0.09837073861611619,0.08037691245653357,576,popular,0.05
29542,Yjj2RyNDj7no,Yes,Yes,True,0.10076877775524433,0.06368682052679357,72,adversarial,0.05
9139,YLWng-4PDzPM,No,No,True,0.10881913564581838,0.06472727817330401,72,popular,0.05
24205,YEcihYbSlyck,No,No,True,0.1011042637756974,0.06902078666051266,72,adversarial,0.05
15896,YfWvWhLJ5Fow,Yes,No,False,0.1051257612707559,0.07254913497842636,144,random,0.05
16727,YKOBkbROPv4c,No,No,True,0.08541881864355808,0.06672917100463004,108,adversarial,0.05
19281,Y3XcIVh40pTI,No,No,True,0.10531438413912568,0.06637436870571238,108,random,0.05
23025,YOVQMFBeCHq0,No,No,True,0.10010325983684096,0.06828822643528985,72,random,0.05
3247,Y-NsC63dA01g,No,Yes,False,0.05221577497475125,0.07700117711605196,108,popular,0.05
2672,YonBZOH88OYs,Yes,Yes,True,0.08669264714613005,0.06498733045972492,108,random,0.05
5636,YbygBWUkpaC8,Yes,Yes,True,0.0977542858499174,0.08307690527101766,468,random,0.05
6271,YSGaIvgwwWSE,No,Yes,False,0.10103375107670824,0.058124331809221205,72,random,0.05
21940,YDn3buZWMzwY,No,No,True,0.09937071259547439,0.05852282973639237,72,popular,0.05
29092,YLF6x7B0Ppvo,No,No,True,0.09131808386236015,0.06174411356607682,72,adversarial,0.05
10103,YWOywdRmySs0,No,No,True,0.09094779161063747,0.060352657222123636,72,random,0.05
15377,Yoklu5ZJD_2U,No,No,True,0.06860653082064043,0.06740566613774966,108,random,0.05
25572,YcNARVD02-tw,Yes,Yes,True,0.051489774879344086,0.07358414348228637,108,random,0.05
29843,Y2ABngPM3raQ,Yes,No,False,0.05098341387282643,0.07135774672177352,108,random,0.05
23885,YyRoKi7rhSRo,No,No,True,0.09254939151503129,0.0677225385299036,108,popular,0.05
28905,YHg6HxylRGDo,No,Yes,False,0.0648712841416623,0.06947042640401305,108,popular,0.05
22395,YVkbp8VmL3pM,No,Yes,False,0.09224346763005963,0.06433318068684973,108,random,0.05
28023,YmSF_FqBtRPs,No,No,True,0.10010519883892105,0.06814067290114875,72,popular,0.05
636,Y14ekd4nkpwc,Yes,No,False,0.09126159181404445,0.0672995848826682,72,popular,0.05
8542,YBL8ksJ0sTXk,No,Yes,False,0.09154820753502901,0.07149200750222541,108,popular,0.05
468,YSmdj6JFB9MQ,No,No,True,0.09486011993053749,0.06780018171656611,108,adversarial,0.05
26543,YR91bUbtKrRs,Yes,No,False,0.08030428178392833,0.07348397176184464,108,popular,0.05
26643,YcNARVD02-tw,Yes,No,False,0.0904505430565526,0.05924727405900194,72,popular,0.05
8257,YHVz-FJBf_iM,Yes,Yes,True,0.08864342952027726,0.07230756515937228,468,popular,0.05
22302,YTOaQMYc79Mw,Yes,No,False,0.08769809471521983,0.06700297706796662,108,random,0.05
585,YZ0IrCa4MvOA,No,No,True,0.09626127660481466,0.060141345951322034,72,random,0.05
2098,YyVVLq4ao1Ck,Yes,No,False,0.09568457749103093,0.05709331870074597,72,popular,0.05
13361,Y3n05BjV7r7M,Yes,No,False,0.0942160381948472,0.06408625076309346,108,popular,0.05
6349,YHUwXtfYRFwk,Yes,Yes,True,0.09046217065339011,0.06593594933245864,108,popular,0.05
19964,YSCow4mpBsGY,Yes,Yes,True,0.07623146398044708,0.07631184392305816,108,random,0.05
5026,Y1GgEpRZDWN0,No,Yes,False,0.08514301503439331,0.05607798986931649,72,random,0.05
24039,Y9z2OwpftxUE,No,No,True,0.08659466493797179,0.0683065777952796,72,popular,0.05
11048,YjXkLS_QzUrI,No,No,True,0.09486997649138276,0.062013122935468415,72,popular,0.05
7553,YRdC8cviN6Bs,No,No,True,0.09702663922346094,0.061134399283798185,72,adversarial,0.05
8651,YwNiYSYJXssA,No,No,True,0.08920023654516424,0.056646281939710455,72,adversarial,0.05
18138,YKVbmN9ZRg5Q,Yes,No,False,0.08946308900097695,0.05950946569811889,72,popular,0.05
2906,YL2dyilgQ8iM,No,Yes,False,0.1035641469902152,0.05867376491698851,72,adversarial,0.05
23780,YxbLW9Wt1Jsg,Yes,No,False,0.09869540027446216,0.07108284408321751,108,popular,0.05
25491,Y4eyY1w2QyM0,Yes,Yes,True,0.10555441689643043,0.06771213237927969,108,adversarial,0.05
