entry_id,audio_index,label,response,sampling_method,vsv_enabled,vsv_lambda
24661,YS8k47ME-YT4,No,Yes,adversarial,True,0.035
4132,Y6Nvu6EcpdE8,Yes,Yes,popular,True,0.035
8894,YAizmnCDlXos,Yes,No,adversarial,True,0.035
17128,Yg6CY7qvu81k,Yes,Yes,random,True,0.035
30005,YndxkSQKxaak,No,Yes,popular,True,0.035
15827,YQv1HXaT-28U,Yes,Yes,random,True,0.035
12195,Y9xoYx3lTJ9I,No,Yes,popular,True,0.035
24493,Y22L_3pBa1AI,No,Yes,adversarial,True,0.035
11570,YzFzPOsOKog4,Yes,Yes,random,True,0.035
17954,YKVbmN9ZRg5Q,Yes,No,adversarial,True,0.035
23329,YmJ6ZO3xEcgw,Yes,No,popular,True,0.035
14222,YtxeXrpoMST4,No,No,adversarial,True,0.035
19990,YmUGmCSNETcg,No,No,adversarial,True,0.035
3247,Y-NsC63dA01g,No,Yes,popular,True,0.035
17853,YzF3xXn6NTyU,No,Yes,adversarial,True,0.035
4121,Y3IguMJkqpl4,Yes,Yes,random,True,0.035
17265,YynHdcJ9Oqaw,No,Yes,random,True,0.035
23896,Yk1QxQ4jJaEQ,Yes,Yes,random,True,0.035
2615,YBlbGXalLNVU,Yes,No,adversarial,True,0.035
23983,Y9vZDsGjyh5M,Yes,No,adversarial,True,0.035
24967,YiOCpICiu4LA,No,No,random,True,0.035
20531,Y-R69Fa-mCaY,Yes,Yes,random,True,0.035
12035,Ytpm5IOD5d4o,Yes,Yes,adversarial,True,0.035
580,YZ0IrCa4MvOA,No,Yes,adversarial,True,0.035
27579,Y54eRRbCtPn8,No,Yes,popular,True,0.035
23182,YW4GEwnXc9tQ,Yes,Yes,random,True,0.035
29768,Y--0w1YA1Hm4,No,No,popular,True,0.035
23958,YSNy_axSCoyw,Yes,Yes,random,True,0.035
10711,Y2RjqBRzmxaM,No,Yes,random,True,0.035
5052,YqF72bT878gw,Yes,Yes,random,True,0.035
29109,Y-mhFGevxLUg,No,No,popular,True,0.035
19530,YIsUG5SKWNZA,No,Yes,adversarial,True,0.035
14114,YC_ga5m6nOhI,Yes,Yes,adversarial,True,0.035
26543,YR91bUbtKrRs,Yes,Yes,popular,True,0.035
6834,YxUWSHYoslPQ,No,Yes,adversarial,True,0.035
26819,Y_z6pymOet7g,Yes,Yes,popular,True,0.035
6418,YfwhkCnOeyC0,Yes,Yes,popular,True,0.035
4186,YB4SZwi9Ce3o,No,Yes,adversarial,True,0.035
5263,Y4SZ7JXDCNps,No,No,popular,True,0.035
8418,YMPLZUg89y5U,Yes,Yes,random,True,0.035
30105,YrINmxSXMR-s,Yes,Yes,adversarial,True,0.035
24475,YEcihYbSlyck,No,Yes,popular,True,0.035
24643,Yk1QxQ4jJaEQ,Yes,Yes,adversarial,True,0.035
12169,YtaYKM1OSTwE,No,Yes,adversarial,True,0.035
28916,Yii3Geza3hAU,Yes,Yes,random,True,0.035
6659,YSGaIvgwwWSE,No,Yes,popular,True,0.035
30934,Y-Sz4z0QwEuM,No,No,adversarial,True,0.035
2138,Y9U8COLzEegs,Yes,No,adversarial,True,0.035
2501,Y1nUOGZgSzZo,No,Yes,random,True,0.035
12619,YrN2rpLV3brs,No,Yes,random,True,0.035
12362,YLB6CZ0x-kns,No,No,adversarial,True,0.035
9359,YIJ6pm5Kns8A,No,Yes,adversarial,True,0.035
8473,YBL8ksJ0sTXk,No,Yes,adversarial,True,0.035
27924,YHkbCUN4V3TU,No,Yes,adversarial,True,0.035
13192,Y8BPTQO_cx7E,No,Yes,adversarial,True,0.035
26807,YHdPSebdDxe4,No,No,popular,True,0.035
15966,YGIOApFAWDOc,Yes,No,popular,True,0.035
11368,YMTIF_l_8d4Q,No,Yes,adversarial,True,0.035
5431,YrgrmLLhxoCQ,No,No,popular,True,0.035
26410,Yq1ivQ_2fddk,No,Yes,adversarial,True,0.035
9381,YawxrHOpt-sE,Yes,Yes,random,True,0.035
23452,YR_g4RpU9mO0,No,No,adversarial,True,0.035
24317,Y0On6-JiVwRs,No,Yes,random,True,0.035
13561,YlYhwCRX2wNc,No,Yes,adversarial,True,0.035
14895,YVOXl8iR-HnI,Yes,No,adversarial,True,0.035
19580,YH7-orYrKBeo,Yes,Yes,random,True,0.035
23269,YKnsKf9KoNds,Yes,Yes,popular,True,0.035
30069,YniwgMbB6tpQ,No,No,popular,True,0.035
22895,Y1HCuBnPLMqQ,Yes,Yes,adversarial,True,0.035
3559,YHZ9O6sc7cLA,No,Yes,adversarial,True,0.035
10846,Y4s2rRnu2PZo,Yes,Yes,popular,True,0.035
5024,YHeEa1GZpUGI,Yes,Yes,popular,True,0.035
12034,YFL8KTgMGrN4,Yes,Yes,random,True,0.035
24274,YFJkvAMLmejY,Yes,Yes,adversarial,True,0.035
20930,Y6CDl4CqOgMg,Yes,Yes,random,True,0.035
15911,Yoklu5ZJD_2U,No,Yes,adversarial,True,0.035
26225,Ysl_Pxpc7beo,Yes,Yes,random,True,0.035
22715,YZ7yDwpdGelM,No,Yes,adversarial,True,0.035
1842,YYEYeQ0lIkBQ,Yes,No,adversarial,True,0.035
25107,Ye2rScj9UyMs,Yes,No,popular,True,0.035
10713,YQ3vkJMVMbC8,No,No,popular,True,0.035
13587,YMdlEswBfZMQ,Yes,Yes,adversarial,True,0.035
7856,Y1PvMtRIlZNI,Yes,Yes,random,True,0.035
2043,YPb6MqpdX5Jw,No,No,random,True,0.035
5729,YFfUqv0Vv3ME,No,Yes,random,True,0.035
15552,YLVvS3s9dFKw,No,Yes,adversarial,True,0.035
27790,YcN-oYKd-M4E,Yes,Yes,random,True,0.035
28304,Yz1ax0QPpd14,Yes,Yes,random,True,0.035
16558,YPO8Nu3F8mkA,No,Yes,adversarial,True,0.035
20968,YQt0_xTadAT0,No,Yes,adversarial,True,0.035
18439,YRrmBGjJqlEo,No,Yes,popular,True,0.035
10486,Ygr5Zss89yLQ,Yes,Yes,popular,True,0.035
4397,YTQr9v-PQOc4,Yes,Yes,adversarial,True,0.035
3766,Y3MoF8myFs8Y,No,No,random,True,0.035
25973,YBwnGxJD9xh8,Yes,Yes,popular,True,0.035
28724,YAI1OweEW8C0,No,No,popular,True,0.035
4405,Y7P6lcyeDKNI,Yes,Yes,random,True,0.035
28952,YJHhEjsAkZoc,No,Yes,adversarial,True,0.035
16964,YrE6BJ0Bo4w4,No,No,adversarial,True,0.035
29710,Ylq9RvAA4mqY,No,Yes,random,True,0.035
8351,YilspW7JRjAg,Yes,No,adversarial,True,0.035
24283,Yyau2WIRkxb8,No,No,random,True,0.035
29542,Yjj2RyNDj7no,Yes,Yes,adversarial,True,0.035
15990,YTSnq6n8tElo,Yes,Yes,random,True,0.035
25439,YpHNMcX-9FDs,No,Yes,random,True,0.035
12856,YPkmpxrsidZM,No,Yes,popular,True,0.035
29923,YPWjEfOkb6ro,Yes,No,random,True,0.035
22946,YZ7yDwpdGelM,No,Yes,popular,True,0.035
17140,YIFRmbxWK8u0,Yes,No,adversarial,True,0.035
26250,YMSziND26UTA,Yes,No,popular,True,0.035
18909,Y14izd_i3ryE,No,Yes,random,True,0.035
12341,Yh3UhoHIMfpw,Yes,Yes,adversarial,True,0.035
15234,YhpDltmawxIM,No,Yes,adversarial,True,0.035
16109,YinQOrxc_oZo,Yes,No,popular,True,0.035
26079,YcK2kSVR1d2o,No,Yes,random,True,0.035
19497,Y4YodC6RnplI,Yes,No,adversarial,True,0.035
29509,Y1vCYiVvZ7VE,Yes,Yes,adversarial,True,0.035
28500,YcFoXRmGgIME,Yes,Yes,adversarial,True,0.035
28811,Y4CAMv5nlr-0,No,No,popular,True,0.035
22302,YTOaQMYc79Mw,Yes,Yes,random,True,0.035
21086,YFf8bCCJfVX4,No,Yes,adversarial,True,0.035
27291,Y1FNJbN-eHY4,Yes,Yes,random,True,0.035
19170,YSZ6CcXINiiE,Yes,Yes,adversarial,True,0.035
15828,Y5G6b_QWL3nY,No,Yes,adversarial,True,0.035
7719,Yjs4dr5JusdM,No,Yes,random,True,0.035
20186,YH7-orYrKBeo,Yes,Yes,adversarial,True,0.035
8229,Y-EQByFLFqig,No,Yes,popular,True,0.035
29051,Y7bO0AJI-ihs,No,No,adversarial,True,0.035
12722,YqPYwp1K4sZE,No,No,popular,True,0.035
26899,YmSF_FqBtRPs,No,No,random,True,0.035
6249,YrUq4w4EUSWA,No,Yes,adversarial,True,0.035
29741,Y9z8XIRyUq9Q,Yes,Yes,random,True,0.035
29326,YkLYCjD6vWI4,Yes,Yes,random,True,0.035
2046,YyVVLq4ao1Ck,Yes,No,adversarial,True,0.035
4459,Y6Pywt0f_NFY,Yes,Yes,adversarial,True,0.035
15745,YDzKjogSVOLM,No,No,adversarial,True,0.035
10356,YLxu-3_h4kc4,Yes,Yes,random,True,0.035
8704,YIvg_q4t-3w0,Yes,Yes,popular,True,0.035
23428,Y8ipe6b1LwHQ,No,No,popular,True,0.035
10774,YErxgH5g3Kx0,No,Yes,popular,True,0.035
17657,Y2UNuMbxz9ds,No,No,popular,True,0.035
29341,YEY4p0_NJVQs,No,Yes,adversarial,True,0.035
10629,Yo_3MDLl_aH0,Yes,Yes,adversarial,True,0.035
7019,YbUTOsLXYyxg,No,No,adversarial,True,0.035
3927,YsqsI2UyrcBQ,No,No,popular,True,0.035
29880,YSQHYl2Kp5ww,No,Yes,adversarial,True,0.035
20762,Y9dLLsZVRSZI,No,No,popular,True,0.035
7881,YOTLtzk0W4zg,No,Yes,adversarial,True,0.035
29408,Y8o-Y4QP8LWs,No,Yes,random,True,0.035
22576,Y-SkjbQVgJ0M,No,Yes,adversarial,True,0.035
22632,Yf8WPf5F22xI,Yes,Yes,popular,True,0.035
15210,YDzKjogSVOLM,No,Yes,random,True,0.035
16532,YQv1HXaT-28U,Yes,Yes,popular,True,0.035
151,YVjSEIRnLAh8,Yes,Yes,random,True,0.035
7002,YQARuiRtfy-k,Yes,Yes,adversarial,True,0.035
21772,Y2sZhC_mKeic,No,No,adversarial,True,0.035
25443,YBDpU2Qh77NE,Yes,Yes,adversarial,True,0.035
3138,YDt53UZgyznE,No,Yes,adversarial,True,0.035
18390,YKVAIaRPry24,Yes,Yes,popular,True,0.035
29672,YbLZFtoWXYTA,Yes,No,adversarial,True,0.035
25325,YEfk5kdn9lR8,No,Yes,random,True,0.035
22155,YFlk-X0gwjF4,Yes,No,adversarial,True,0.035
22012,Y1L_OyngNZMA,No,No,adversarial,True,0.035
820,YgbtcDoh0q3c,No,Yes,popular,True,0.035
6600,Y11SEBDuoqSk,Yes,Yes,adversarial,True,0.035
10775,YAMQei29haCw,No,Yes,adversarial,True,0.035
19067,YmYQrjcYNrW0,Yes,Yes,random,True,0.035
20831,Y83j4GgHXTLE,No,Yes,adversarial,True,0.035
1237,YCeRoaEcqUgM,Yes,No,popular,True,0.035
21612,YT9_ep-3BZDY,Yes,Yes,popular,True,0.035
4079,YNJEPbGVBJIQ,No,Yes,random,True,0.035
5598,YRp4Ct_TQvAM,Yes,Yes,adversarial,True,0.035
9368,Yh0M4RS8p_mo,Yes,No,adversarial,True,0.035
23149,Y0_K6OKtoBBU,No,No,random,True,0.035
8819,YU90e2P9jy30,Yes,No,popular,True,0.035
24823,YMOxddxW5PXs,Yes,Yes,adversarial,True,0.035
28230,YXi6V0LGvqoo,No,No,adversarial,True,0.035
10395,YV4PLSw_WzVw,Yes,Yes,random,True,0.035
1098,Ypaf0nyjg1Js,Yes,Yes,popular,True,0.035
8227,YITlqMkR5alY,No,No,random,True,0.035
27434,YK-7Y8yhcUiw,Yes,Yes,random,True,0.035
2417,YpaetCbEqp2w,Yes,Yes,random,True,0.035
16727,YKOBkbROPv4c,No,Yes,adversarial,True,0.035
2218,Ya0yXS7PmVR0,Yes,Yes,popular,True,0.035
16848,YmlnUJH4BQnk,Yes,Yes,random,True,0.035
6017,YO90Qy2xG6oA,Yes,Yes,adversarial,True,0.035
13709,YtxeXrpoMST4,No,Yes,random,True,0.035
545,Ykx6Rj4MDIAw,No,Yes,adversarial,True,0.035
29488,YBQ-r9mEHssU,Yes,Yes,random,True,0.035
15915,YBzHTqyX69pI,No,Yes,random,True,0.035
25972,YMSziND26UTA,Yes,Yes,adversarial,True,0.035
13876,YK2kIOBeCfuo,Yes,Yes,random,True,0.035
12214,YlHh0SwUhP8U,Yes,Yes,random,True,0.035
18711,YeJCaRgf1M20,Yes,No,adversarial,True,0.035
1601,YFA11v4SmdBc,No,Yes,random,True,0.035
28307,Y4sb9jN0SgTM,No,Yes,popular,True,0.035
13490,YrPkCYq4Zjwk,No,Yes,popular,True,0.035
16622,YFhimNYClv40,No,Yes,random,True,0.035
13767,YZsTZ7jqbd9M,No,Yes,random,True,0.035
12791,Y7XXSOzDQ2z0,No,Yes,popular,True,0.035
10923,YAKHZMg9ba30,Yes,No,popular,True,0.035
24139,YLvMA1Wcgu3w,No,No,popular,True,0.035
4293,YZYWCwfCkBp4,Yes,No,adversarial,True,0.035
12201,YPkmpxrsidZM,No,Yes,random,True,0.035
27105,YBrPFQDr99Gg,Yes,Yes,popular,True,0.035
28979,YV8A0VRGdgwM,No,Yes,popular,True,0.035
2890,YE6FH_xp3I54,Yes,Yes,random,True,0.035
23938,YHxZADVzNIqs,No,Yes,adversarial,True,0.035
4789,YXf5LjaE_JQ0,Yes,Yes,adversarial,True,0.035
2183,Ya0yXS7PmVR0,Yes,No,adversarial,True,0.035
14426,YCvNAwby6Xos,No,Yes,random,True,0.035
20691,YT9_ep-3BZDY,Yes,Yes,random,True,0.035
3392,YKvrcRMfFzOE,Yes,Yes,random,True,0.035
29853,YXWw7ZM1c_QA,Yes,No,adversarial,True,0.035
25603,Yr2KhpX_QgXA,No,Yes,adversarial,True,0.035
27624,Yp_BB_rJaF7Q,Yes,Yes,popular,True,0.035
16171,Y4abZbau8tZo,Yes,Yes,popular,True,0.035
11412,Y2KR0C5ysO8o,No,No,adversarial,True,0.035
28081,YDjKGzOe_COc,Yes,Yes,adversarial,True,0.035
24390,YoNHCc_izsDE,Yes,No,adversarial,True,0.035
16332,YhDMHIDJdfDA,No,No,adversarial,True,0.035
18747,YD2Xc_jZllDY,Yes,Yes,random,True,0.035
5733,Y_duNX6Vyd6g,Yes,Yes,adversarial,True,0.035
28630,YggN4-K5AgoM,Yes,Yes,adversarial,True,0.035
16291,YpWQeV08kYR0,Yes,Yes,adversarial,True,0.035
1090,Ypaf0nyjg1Js,Yes,No,adversarial,True,0.035
24193,YpTJKJxaheI8,Yes,Yes,random,True,0.035
13624,YBvw2gv1fcZw,Yes,Yes,popular,True,0.035
8651,YwNiYSYJXssA,No,Yes,adversarial,True,0.035
22293,YCbe2B6ohBpw,No,Yes,popular,True,0.035
4657,Y9F3sutgYTvo,No,Yes,popular,True,0.035
23059,YXz56Q2Q5j5c,Yes,Yes,random,True,0.035
1076,YqZEIs6tS5vk,No,Yes,popular,True,0.035
29164,Y5K1mISHwggI,Yes,Yes,adversarial,True,0.035
29801,Y6i5eQOpFk_U,No,Yes,adversarial,True,0.035
14322,Y3kBlVLkN0zo,No,Yes,popular,True,0.035
14094,Ye9MWXS34o48,Yes,Yes,popular,True,0.035
717,YMe4npKmtchA,Yes,Yes,random,True,0.035
7438,YlmPMhs-9IYE,Yes,Yes,popular,True,0.035
9989,Y3IScngdQA4I,Yes,Yes,random,True,0.035
