entry_id,audio_index,label,response,correct,sampling_method,base_lambda
19407,YOxUVcZmeiyI,No,No,True,adversarial,0.02
7159,Y6eX6bJOFftA,Yes,Yes,True,popular,0.02
16463,YljrL7Cb-jr8,Yes,Yes,True,adversarial,0.02
28475,YEY4p0_NJVQs,No,No,True,random,0.02
6474,YJon_DEFqsfM,Yes,Yes,True,random,0.02
2587,YpaetCbEqp2w,Yes,No,False,popular,0.02
3165,YDt53UZgyznE,No,No,True,popular,0.02
30200,Y4UPOUGVMlEs,Yes,Yes,True,popular,0.02
24390,YoNHCc_izsDE,Yes,No,False,adversarial,0.02
28528,YxqtrbqDlz28,Yes,Yes,True,random,0.02
23236,Yyrxa6_P2I80,Yes,No,False,adversarial,0.02
29961,YMVGhC-xB79s,Yes,Yes,True,adversarial,0.02
565,YPLHXGDnig4M,Yes,No,False,adversarial,0.02
6360,YfwhkCnOeyC0,Yes,Yes,True,adversarial,0.02
21305,YFf8bCCJfVX4,No,Yes,False,popular,0.02
22393,Yf8WPf5F22xI,Yes,Yes,True,adversarial,0.02
8650,YdP5DbAzTl5M,Yes,Yes,True,random,0.02
21951,YyLu4b01t53k,Yes,No,False,popular,0.02
2531,YpaetCbEqp2w,Yes,No,False,adversarial,0.02
4117,Y9XqkKuTqEOM,No,No,True,random,0.02
9720,YAagLJkfrFMk,Yes,Yes,True,random,0.02
28500,YcFoXRmGgIME,Yes,Yes,True,adversarial,0.02
28130,YJHhEjsAkZoc,No,No,True,random,0.02
28916,Yii3Geza3hAU,Yes,Yes,True,random,0.02
3104,YE6FH_xp3I54,Yes,Yes,True,popular,0.02
22958,Y0Dt-pH0pW-Y,Yes,No,False,adversarial,0.02
10860,YMTaLknnq4wc,Yes,Yes,True,random,0.02
27652,YBz9Y5nZK3eo,Yes,Yes,True,adversarial,0.02
29475,Y--0w1YA1Hm4,No,Yes,False,adversarial,0.02
1361,YH-vTZh81qAU,No,Yes,False,adversarial,0.02
1134,YBZCEDkx37rI,No,Yes,False,popular,0.02
20113,Y3XcIVh40pTI,No,No,True,popular,0.02
6659,YSGaIvgwwWSE,No,No,True,popular,0.02
18375,YZY4aGEniU_E,No,Yes,False,popular,0.02
4436,Y0NGSrwioYjA,No,Yes,False,adversarial,0.02
1300,YztSjcZNUY7A,Yes,Yes,True,popular,0.02
11443,Yhmd6pa2e_rs,Yes,No,False,popular,0.02
13709,YtxeXrpoMST4,No,Yes,False,random,0.02
5160,YXplKBvZaHXA,Yes,Yes,True,random,0.02
24258,YMvHpNzDpC6Q,Yes,Yes,True,random,0.02
20026,Y9b6RqajfAmw,No,No,True,random,0.02
7813,YOmmPaIAXN0s,No,Yes,False,popular,0.02
22253,YU5ij0M7T-hk,Yes,No,False,popular,0.02
13084,YbAqgL5dCQOE,No,Yes,False,popular,0.02
18916,Y4YodC6RnplI,Yes,Yes,True,random,0.02
15975,YrBUCIK8JRLg,No,Yes,False,random,0.02
8957,Y3qrVku794u0,Yes,No,False,adversarial,0.02
9493,Y-NrFeH-kBSM,Yes,Yes,True,adversarial,0.02
19023,YwFiCblfZ-vg,Yes,Yes,True,random,0.02
27168,Y4sb9jN0SgTM,No,Yes,False,random,0.02
17240,YBa92IrXFvJo,Yes,Yes,True,popular,0.02
19346,Y5t6tSW0yT40,Yes,Yes,True,random,0.02
6460,YEbpOXac13yo,No,Yes,False,popular,0.02
4837,YbX2vDaHL26U,No,No,True,popular,0.02
18877,YWCYfCfW9NA0,Yes,No,False,adversarial,0.02
9442,YWU3qB7gf6ao,No,Yes,False,random,0.02
599,Y14ekd4nkpwc,Yes,Yes,True,random,0.02
17782,YBGEMgl1xjac,No,No,True,popular,0.02
11258,YinSvboaSRwA,Yes,No,False,popular,0.02
30671,YJhGp7HmRQxg,No,Yes,False,adversarial,0.02
11373,YMTaLknnq4wc,Yes,No,False,adversarial,0.02
9289,YfrOqlk0Wm5Y,No,Yes,False,adversarial,0.02
29853,YXWw7ZM1c_QA,Yes,No,False,adversarial,0.02
18496,YZ_smJ66Tb3c,No,Yes,False,popular,0.02
23754,Y22L_3pBa1AI,No,Yes,False,random,0.02
25542,Y_9mgOkzm-xg,No,Yes,False,popular,0.02
18665,YzwoqJY03yHE,No,Yes,False,popular,0.02
26540,YHdPSebdDxe4,No,No,True,adversarial,0.02
29341,YEY4p0_NJVQs,No,Yes,False,adversarial,0.02
14322,Y3kBlVLkN0zo,No,Yes,False,popular,0.02
3589,YHZ9O6sc7cLA,No,Yes,False,popular,0.02
2835,YonBZOH88OYs,Yes,No,False,adversarial,0.02
17383,YKVbmN9ZRg5Q,Yes,Yes,True,random,0.02
4753,Y_iUX8CibElk,No,No,True,popular,0.02
7102,Y2ErfX6ZT5pM,No,Yes,False,adversarial,0.02
27829,Y1IoHRTUp86c,No,Yes,False,popular,0.02
8344,Yf2fSxfvmkZQ,No,Yes,False,random,0.02
19033,Y_z-bidQYVao,No,Yes,False,adversarial,0.02
28094,Y_BSmz3SEW1w,No,Yes,False,popular,0.02
2205,Ydxow2DcTrwk,No,Yes,False,popular,0.02
9567,YE3D_z0aoUEg,Yes,Yes,True,adversarial,0.02
13191,YNX0gR9Eebp0,Yes,Yes,True,random,0.02
11831,YLB6CZ0x-kns,No,Yes,False,random,0.02
3850,YAtkD-3GjXMw,No,Yes,False,random,0.02
12946,Y8b9z7N25DmU,No,Yes,False,popular,0.02
20762,Y9dLLsZVRSZI,No,No,True,popular,0.02
9104,YdP5DbAzTl5M,Yes,Yes,True,popular,0.02
20981,Y404cD3bVXDc,No,No,True,popular,0.02
22184,YAFgGoY8Ihhg,Yes,No,False,popular,0.02
19274,YpO8kbg9IJnc,Yes,Yes,True,random,0.02
6708,Ybpv_LneHmfU,No,Yes,False,adversarial,0.02
8366,Yj0KvrVE_Oww,Yes,Yes,True,popular,0.02
4969,YYIqpIjjee00,Yes,No,False,popular,0.02
10885,YV4PLSw_WzVw,Yes,No,False,adversarial,0.02
23958,YSNy_axSCoyw,Yes,Yes,True,random,0.02
28443,YAI1OweEW8C0,No,No,True,adversarial,0.02
17606,Yq3SEOW2m4WY,Yes,No,False,popular,0.02
4589,Y9F3sutgYTvo,No,Yes,False,adversarial,0.02
15197,YdJYO3RbBabE,Yes,Yes,True,popular,0.02
25666,YQoEal_hKz4Q,No,No,True,popular,0.02
7314,YJQz40TkjymY,Yes,Yes,True,adversarial,0.02
25867,YLP_DzNUkAKY,Yes,Yes,True,popular,0.02
23366,YVkbp8VmL3pM,No,No,True,popular,0.02
6000,YH7rd9bZtbgc,No,No,True,adversarial,0.02
11368,YMTIF_l_8d4Q,No,No,True,adversarial,0.02
21436,YFlk-X0gwjF4,Yes,Yes,True,random,0.02
18463,YzwoqJY03yHE,No,Yes,False,adversarial,0.02
1463,YCefFMA3klxk,No,Yes,False,random,0.02
13955,Ye9MWXS34o48,Yes,Yes,True,adversarial,0.02
6467,Yjlwe9jtu5Gw,Yes,No,False,adversarial,0.02
22293,YCbe2B6ohBpw,No,Yes,False,popular,0.02
26003,YMkbP_8zJwXU,No,No,True,random,0.02
17895,YlVr-PxhZo8s,Yes,Yes,True,random,0.02
14950,YCvNAwby6Xos,No,Yes,False,adversarial,0.02
15877,YC4JwGJQ2dUA,No,Yes,False,random,0.02
16553,YBa92IrXFvJo,Yes,Yes,True,random,0.02
15124,YCvNAwby6Xos,No,Yes,False,popular,0.02
580,YZ0IrCa4MvOA,No,Yes,False,adversarial,0.02
24964,Y3Sml1wHcuxo,No,No,True,popular,0.02
21045,Y83j4GgHXTLE,No,No,True,popular,0.02
20520,Yt4prXmPwthg,No,No,True,random,0.02
26520,Yp_BB_rJaF7Q,Yes,Yes,True,random,0.02
14856,Yrp3CQsWxVgE,No,Yes,False,random,0.02
2085,Ydxow2DcTrwk,No,Yes,False,random,0.02
16218,YVZLZ08k3YeA,No,No,True,adversarial,0.02
25645,YqakN0JNbpcU,Yes,Yes,True,random,0.02
24317,Y0On6-JiVwRs,No,Yes,False,random,0.02
9798,Y3ghVB-KaU_E,Yes,Yes,True,popular,0.02
7154,YXrJcmftCY04,No,No,True,adversarial,0.02
6153,YoOMtaqvQ3_M,Yes,Yes,True,popular,0.02
4061,YPMMkPq5jJXY,Yes,No,False,popular,0.02
18912,Y-EaZ7EJJUl0,No,No,True,adversarial,0.02
11880,YkgjNIDmO8a8,Yes,Yes,True,popular,0.02
16905,YKOBkbROPv4c,No,No,True,popular,0.02
7002,YQARuiRtfy-k,Yes,Yes,True,adversarial,0.02
23895,YLvMA1Wcgu3w,No,Yes,False,adversarial,0.02
2291,YtfOIhQpYYe8,Yes,No,False,random,0.02
21940,YDn3buZWMzwY,No,Yes,False,popular,0.02
24345,YBn4lc01q9vE,No,Yes,False,adversarial,0.02
12990,YUQtBt6CQpwg,Yes,No,False,popular,0.02
5223,YzIgGMlZENTs,Yes,Yes,True,adversarial,0.02
16727,YKOBkbROPv4c,No,Yes,False,adversarial,0.02
15691,YlTfNLKEy1RU,Yes,No,False,popular,0.02
10939,YTwR8BA6buMI,No,No,True,popular,0.02
12768,Yo7-X8DAToGc,Yes,No,False,popular,0.02
26417,YqakN0JNbpcU,Yes,Yes,True,adversarial,0.02
25221,YpTJKJxaheI8,Yes,No,False,popular,0.02
8473,YBL8ksJ0sTXk,No,Yes,False,adversarial,0.02
4382,Y3IguMJkqpl4,Yes,No,False,popular,0.02
24320,YQRtuOWWya30,Yes,Yes,True,adversarial,0.02
11471,YMTIF_l_8d4Q,No,Yes,False,popular,0.02
4325,Y9XqkKuTqEOM,No,No,True,adversarial,0.02
28923,YggN4-K5AgoM,Yes,No,False,popular,0.02
21273,Y1L_OyngNZMA,No,No,True,random,0.02
14720,Yazh_-OkQ-uI,Yes,Yes,True,random,0.02
7340,YOmmPaIAXN0s,No,No,True,random,0.02
927,Y9ZZHvwaH-CU,Yes,Yes,True,popular,0.02
7953,YOTLtzk0W4zg,No,No,True,popular,0.02
24701,YSNy_axSCoyw,Yes,Yes,True,adversarial,0.02
26786,YeYbFtxZmKL4,Yes,Yes,True,random,0.02
15187,Y1j5NMuq1X30,No,No,True,popular,0.02
24838,Y8DQfjqPCTI8,Yes,Yes,True,popular,0.02
1983,Y5QZ0NtdoKJ8,No,No,True,popular,0.02
23236,YTOaQMYc79Mw,Yes,Yes,True,popular,0.02
21639,YRk-ujWKzPuc,No,Yes,False,random,0.02
5432,YXplKBvZaHXA,Yes,No,False,adversarial,0.02
12361,YhV4bDCBDCy0,No,Yes,False,random,0.02
30105,YrINmxSXMR-s,Yes,Yes,True,adversarial,0.02
24663,YBDpU2Qh77NE,Yes,Yes,True,random,0.02
7230,Y1DKLyH3FixM,No,No,True,adversarial,0.02
29239,YD96OO7nYYsg,Yes,No,False,adversarial,0.02
13763,YMBP4RcnwGZw,No,No,True,popular,0.02
25028,YENTi8Sn4vdM,Yes,Yes,True,random,0.02
7294,Y6cS0FsUM-cQ,Yes,Yes,True,random,0.02
18564,YS_3aeOvniZc,No,Yes,False,random,0.02
26719,YtdpiXW68adA,No,Yes,False,adversarial,0.02
24641,YoNHCc_izsDE,Yes,No,False,popular,0.02
3739,YjOYvIISk--4,Yes,Yes,True,random,0.02
19848,YpO8kbg9IJnc,Yes,No,False,adversarial,0.02
3638,YjjHIINDfE1c,Yes,Yes,True,random,0.02
18247,YZ-SIyOChVh8,Yes,Yes,True,random,0.02
3812,YPMMkPq5jJXY,Yes,No,False,random,0.02
28307,Y4sb9jN0SgTM,No,Yes,False,popular,0.02
25113,Y0On6-JiVwRs,No,No,True,adversarial,0.02
9432,Yir1XTdyt4IY,Yes,Yes,True,random,0.02
7684,YB8rdur4aams,Yes,Yes,True,popular,0.02
388,YLbken4JCr94,Yes,No,False,popular,0.02
26691,YqakN0JNbpcU,Yes,Yes,True,popular,0.02
9976,Y6ZFU4PqXmoI,No,Yes,False,random,0.02
16829,YPTyFYxXdut4,No,Yes,False,popular,0.02
22085,YCMNlIW6Lkwc,No,Yes,False,random,0.02
25852,YNtQiduPRiRg,No,Yes,False,adversarial,0.02
20276,Y9zstu_IfAm4,Yes,Yes,True,random,0.02
23842,Y8DQfjqPCTI8,Yes,Yes,True,random,0.02
6722,Yjid4t-FzUn0,No,Yes,False,popular,0.02
4079,YNJEPbGVBJIQ,No,Yes,False,random,0.02
20693,YhFCmq9pCBbM,Yes,Yes,True,adversarial,0.02
30332,YQ0anPAIkfBE,No,Yes,False,popular,0.02
9780,Y8OTd45_6cvY,Yes,Yes,True,random,0.02
18800,YXamQAY_WXRY,No,No,True,adversarial,0.02
4899,YgQMTOKsCIyk,No,Yes,False,random,0.02
12655,Y8BPTQO_cx7E,No,No,True,random,0.02
22820,YBOB65Nd0pXo,No,Yes,False,random,0.02
18823,YbQNX7vDalQw,No,Yes,False,popular,0.02
7421,Ykdflh3akyH8,No,Yes,False,popular,0.02
26010,YiOCpICiu4LA,No,Yes,False,popular,0.02
7904,YRtenf2XSXRc,Yes,Yes,True,adversarial,0.02
2702,Yy93cZqNCtks,Yes,Yes,True,random,0.02
13540,YC_ga5m6nOhI,Yes,Yes,True,random,0.02
3270,YGSHcgY6ATkQ,Yes,Yes,True,random,0.02
20852,YSCow4mpBsGY,Yes,Yes,True,popular,0.02
20539,YxpZna_FwDhI,Yes,Yes,True,adversarial,0.02
17059,YQ87LBiwJjTE,Yes,Yes,True,random,0.02
10335,YTwR8BA6buMI,No,Yes,False,random,0.02
9951,YWq4OD3olO2w,No,Yes,False,adversarial,0.02
11576,YKel-hfZ_9h8,Yes,Yes,True,popular,0.02
6395,Y0rSETXszQM0,No,Yes,False,popular,0.02
12697,Y7XXSOzDQ2z0,No,Yes,False,adversarial,0.02
3936,YB4SZwi9Ce3o,No,No,True,random,0.02
3312,YlfO471Rn61k,Yes,Yes,True,random,0.02
26824,YBz9Y5nZK3eo,Yes,Yes,True,random,0.02
20186,YH7-orYrKBeo,Yes,Yes,True,adversarial,0.02
16626,YPTyFYxXdut4,No,Yes,False,adversarial,0.02
25182,YDNtF_mGzQes,Yes,Yes,True,popular,0.02
2889,Y3wV3ST-c4PE,No,No,True,popular,0.02
8779,YzEM94PH29VQ,No,No,True,adversarial,0.02
4668,Y7P6lcyeDKNI,Yes,Yes,True,popular,0.02
5811,YGuizRlAQ8qQ,No,No,True,random,0.02
14760,YSNIaYhri76w,Yes,Yes,True,popular,0.02
1035,YArHiac57pVk,Yes,Yes,True,popular,0.02
30386,YQTSKjweEWew,No,Yes,False,popular,0.02
15170,Y4_Cak7gvly4,Yes,No,False,popular,0.02
30955,YeXj9OAik5cc,Yes,Yes,True,adversarial,0.02
12724,YPkmpxrsidZM,No,No,True,adversarial,0.02
28730,YAf4a-9rcnP0,No,No,True,random,0.02
14222,YtxeXrpoMST4,No,No,True,adversarial,0.02
13250,Yv7BaYF0kagM,Yes,Yes,True,popular,0.02
22994,YTOaQMYc79Mw,Yes,Yes,True,adversarial,0.02
13330,YAWGnTI0e2Fs,Yes,No,False,adversarial,0.02
5946,Y6OlHuvJR_Dk,No,Yes,False,popular,0.02
10253,YPg2cWEnEEvc,No,No,True,adversarial,0.02
19820,YfmEft49sPfE,No,Yes,False,popular,0.02
1098,Ypaf0nyjg1Js,Yes,Yes,True,popular,0.02
10319,YAKHZMg9ba30,Yes,Yes,True,random,0.02
9911,Yir1XTdyt4IY,Yes,No,False,popular,0.02
26602,Ym8wV38lf2jg,No,Yes,False,popular,0.02
17445,YlTJLvSvjUZk,No,No,True,popular,0.02
18921,Y-AheI8Epim4,No,No,True,popular,0.02
27713,YwbPmnxCLoRQ,No,No,True,adversarial,0.02
17101,Y7WkB6pflr6o,Yes,Yes,True,popular,0.02
18654,YSePTNAN7s-w,Yes,Yes,True,adversarial,0.02
9192,YE3D_z0aoUEg,Yes,Yes,True,random,0.02
25107,Y8GHLfJ6y6zA,Yes,Yes,True,random,0.02
3392,YKvrcRMfFzOE,Yes,Yes,True,random,0.02
1671,YrJVXE6Axtrg,Yes,No,False,popular,0.02
30640,YBQ-r9mEHssU,Yes,No,False,popular,0.02
5004,Y79XDcI6xZm0,Yes,Yes,True,adversarial,0.02
29061,Yt3VFlDiEKgY,Yes,Yes,True,popular,0.02
13331,Y8BPTQO_cx7E,No,Yes,False,popular,0.02
28230,YXi6V0LGvqoo,No,No,True,adversarial,0.02
22572,YoiIi6H83Y38,Yes,No,False,popular,0.02
25405,YQoEal_hKz4Q,No,No,True,adversarial,0.02
23371,YNmmbNqmsPaY,No,No,True,adversarial,0.02
11835,Yi1u_2eZYYlE,No,No,True,popular,0.02
10147,Yd6gu2w19YQo,No,Yes,False,adversarial,0.02
3084,YE6FH_xp3I54,Yes,Yes,True,adversarial,0.02
10597,YQ3vkJMVMbC8,No,Yes,False,adversarial,0.02
4121,Y3IguMJkqpl4,Yes,Yes,True,random,0.02
17300,YFhimNYClv40,No,Yes,False,popular,0.02
10190,YrjUrB1WUpcI,Yes,Yes,True,adversarial,0.02
26079,YcK2kSVR1d2o,No,No,True,random,0.02
8263,YwNiYSYJXssA,No,Yes,False,random,0.02
18751,Ye6jSpvTvfJ0,Yes,Yes,True,popular,0.02
26273,YG0IsabU5hn4,Yes,Yes,True,random,0.02
9395,YJZloTOdIY_c,Yes,No,False,popular,0.02
9576,YJfaj4P3us9M,No,Yes,False,popular,0.02
2687,Y3wV3ST-c4PE,No,Yes,False,random,0.02
19352,YmUGmCSNETcg,No,No,True,random,0.02
3913,YzoxFl3pddMg,No,Yes,False,random,0.02
11341,Y2RjqBRzmxaM,No,Yes,False,popular,0.02
29408,Y8o-Y4QP8LWs,No,No,True,random,0.02
26387,YcNARVD02-tw,Yes,Yes,True,adversarial,0.02
16101,YPTyFYxXdut4,No,Yes,False,random,0.02
21085,YuY4fe5DT1gI,Yes,Yes,True,popular,0.02
717,YMe4npKmtchA,Yes,Yes,True,random,0.02
17998,YGPj8h-WcjWs,No,Yes,False,adversarial,0.02
19990,YmUGmCSNETcg,No,Yes,False,adversarial,0.02
19038,YwSHzVxdMiTo,No,No,True,popular,0.02
30095,YAUJPx81qKtY,Yes,Yes,True,popular,0.02
6160,Yjlwe9jtu5Gw,Yes,Yes,True,random,0.02
20304,Yk4XyfaWVLEY,Yes,Yes,True,adversarial,0.02
9427,Yz4MeV9IGVo0,No,Yes,False,adversarial,0.02
6544,Yjlwe9jtu5Gw,Yes,Yes,True,popular,0.02
22252,Y0Dt-pH0pW-Y,Yes,No,False,random,0.02
6535,Y35b9BSmN5JM,Yes,Yes,True,adversarial,0.02
9815,Y2ItTq2JShdU,No,Yes,False,popular,0.02
29648,YxqtrbqDlz28,Yes,Yes,True,popular,0.02
11882,YP4qd8uodw_M,Yes,No,False,random,0.02
20105,Y83j4GgHXTLE,No,No,True,random,0.02
15315,YBLMWD6fxhpo,Yes,No,False,adversarial,0.02
22878,Y67BsqRkh-dU,No,Yes,False,adversarial,0.02
16848,YmlnUJH4BQnk,Yes,Yes,True,random,0.02
19786,Y5I8lmN8rwDM,No,No,True,random,0.02
27602,YeYbFtxZmKL4,Yes,Yes,True,adversarial,0.02
18237,YXamQAY_WXRY,No,Yes,False,random,0.02
13638,YGkb4f6yodPE,Yes,Yes,True,random,0.02
25563,YIKnx3hJv1bs,Yes,No,False,adversarial,0.02
20734,YD4s5aHrsBgs,Yes,No,False,adversarial,0.02
21016,YDn3buZWMzwY,No,No,True,random,0.02
21388,YC9NC7wJ7C3w,No,No,True,adversarial,0.02
11409,YeUecAF626A8,No,Yes,False,popular,0.02
15101,Y0_ogYGDGDco,Yes,Yes,True,random,0.02
11683,Y5iTRKJqUIw8,Yes,Yes,True,random,0.02
6896,Y6NBPiArs2-w,Yes,Yes,True,random,0.02
30915,Y7P0N61TVOxE,No,Yes,False,popular,0.02
15127,YaMhu5eMQAsI,No,Yes,False,adversarial,0.02
26281,YDrCm-HpX67k,No,No,True,popular,0.02
4306,Yh5_1pnkl_SY,No,Yes,False,random,0.02
27120,YrvtA7c1I4xo,Yes,Yes,True,adversarial,0.02
29906,YJhGp7HmRQxg,No,Yes,False,random,0.02
9359,YIJ6pm5Kns8A,No,Yes,False,adversarial,0.02
24466,Y27HIamF8pKo,No,No,True,random,0.02
29971,YS0SQyFXbqF8,No,Yes,False,popular,0.02
11242,YkgjNIDmO8a8,Yes,Yes,True,random,0.02
20968,YQt0_xTadAT0,No,Yes,False,adversarial,0.02
14126,Y1OyEgzXCkYE,No,Yes,False,random,0.02
16681,Y_oKXrY5Ff0g,Yes,Yes,True,adversarial,0.02
11691,YrvDcg9DoNKA,No,No,True,random,0.02
23681,Y7MLERaOgK_Y,No,Yes,False,adversarial,0.02
25348,YWUpeplQr3A4,No,Yes,False,adversarial,0.02
14235,YwrQDkX0NbTA,No,No,True,popular,0.02
6686,Y11SEBDuoqSk,Yes,Yes,True,popular,0.02
10554,Y3IScngdQA4I,Yes,Yes,True,popular,0.02
8651,YwNiYSYJXssA,No,Yes,False,adversarial,0.02
17630,Yg6CY7qvu81k,Yes,Yes,True,adversarial,0.02
3613,Y41D0yXSBqfI,Yes,No,False,popular,0.02
12903,YtIM-H2rdq8U,No,Yes,False,random,0.02
28536,YK-7Y8yhcUiw,Yes,Yes,True,popular,0.02
