entry_id,audio_index,label,response,correct,sampling_method,base_lambda
15477,Y0ury8KHQdL4,No,Yes,False,popular,0.047
4544,Yfx4r_KuW6No,Yes,Yes,True,adversarial,0.047
22840,YxbLW9Wt1Jsg,Yes,No,False,random,0.047
3739,YjOYvIISk--4,Yes,Yes,True,random,0.047
10629,Yo_3MDLl_aH0,Yes,No,False,adversarial,0.047
5459,YVeCSHwtkBZU,Yes,No,False,popular,0.047
27997,Yt3VFlDiEKgY,Yes,Yes,True,random,0.047
20827,Ya3GzZKxUTy8,Yes,Yes,True,random,0.047
1856,YYEYeQ0lIkBQ,Yes,Yes,True,popular,0.047
11331,YWHRnyGXcdy8,Yes,Yes,True,random,0.047
2695,Y1nUOGZgSzZo,No,Yes,False,popular,0.047
12424,YbAqgL5dCQOE,No,No,True,random,0.047
8779,YzEM94PH29VQ,No,No,True,adversarial,0.047
8473,YBL8ksJ0sTXk,No,Yes,False,adversarial,0.047
20613,YnaPgJvWTIY4,No,Yes,False,popular,0.047
17059,YQ87LBiwJjTE,Yes,Yes,True,random,0.047
16594,YfWvWhLJ5Fow,Yes,Yes,True,popular,0.047
1343,YglAeihz0NAM,No,Yes,False,popular,0.047
21772,Y2sZhC_mKeic,No,No,True,adversarial,0.047
24694,Y3ejndVEAcmQ,Yes,No,False,popular,0.047
2606,Yific_gRalg0,No,No,True,adversarial,0.047
22719,Yne2DpKCIr4Y,No,No,True,popular,0.047
2074,YS0YE96w0YRk,No,No,True,adversarial,0.047
3465,YF7QtqKtllK0,Yes,No,False,popular,0.047
26189,YmaVYiednkSg,Yes,Yes,True,popular,0.047
10842,Ydkiwn2FdDVw,No,Yes,False,popular,0.047
28979,YV8A0VRGdgwM,No,Yes,False,popular,0.047
15967,YECw5Yf7QoMo,No,Yes,False,adversarial,0.047
27685,Yc6YJgZ3qzOw,No,Yes,False,adversarial,0.047
10346,Y8OTd45_6cvY,Yes,No,False,popular,0.047
9866,YD1Sy7kRoaR8,Yes,Yes,True,adversarial,0.047
20583,YKJKHDKKW3XU,Yes,Yes,True,adversarial,0.047
7486,YOTLtzk0W4zg,No,Yes,False,random,0.047
6147,YGuizRlAQ8qQ,No,No,True,popular,0.047
9139,YLWng-4PDzPM,No,Yes,False,popular,0.047
5857,Y2ymiXjImwGs,No,No,True,random,0.047
15882,Y5rh5-MCjqq8,Yes,No,False,popular,0.047
29971,YS0SQyFXbqF8,No,Yes,False,popular,0.047
2125,Ylh801oHGtD4,Yes,Yes,True,popular,0.047
12157,Ytpm5IOD5d4o,Yes,No,False,popular,0.047
12034,YFL8KTgMGrN4,Yes,Yes,True,random,0.047
4436,Y0NGSrwioYjA,No,Yes,False,adversarial,0.047
8256,YIvg_q4t-3w0,Yes,Yes,True,random,0.047
8957,Y3qrVku794u0,Yes,Yes,True,adversarial,0.047
12515,YNeZerAPXR-A,No,Yes,False,random,0.047
3812,YPMMkPq5jJXY,Yes,No,False,random,0.047
17303,YlfAFQ0-wDJU,Yes,No,False,adversarial,0.047
9853,YWU3qB7gf6ao,No,Yes,False,adversarial,0.047
6101,Y_YS5uKWoB6g,Yes,Yes,True,random,0.047
1003,Y4IeDBwyQ9ZQ,No,Yes,False,popular,0.047
30446,YF-47fRplQEc,No,Yes,False,adversarial,0.047
16063,Yx5AH2gW_8S4,Yes,No,False,adversarial,0.047
29213,YDAN1t9ukkg0,Yes,No,False,popular,0.047
30541,Y9z8XIRyUq9Q,Yes,Yes,True,adversarial,0.047
23925,Y7MLERaOgK_Y,No,Yes,False,popular,0.047
7079,Ynq0BF9zGkzg,No,Yes,False,random,0.047
21818,YtTB0BK39JI8,Yes,Yes,True,adversarial,0.047
24663,YBDpU2Qh77NE,Yes,Yes,True,random,0.047
16829,YPTyFYxXdut4,No,No,True,popular,0.047
2234,Ybgbnu5YKTDg,Yes,Yes,True,adversarial,0.047
14320,YVOXl8iR-HnI,Yes,Yes,True,random,0.047
26281,YR91bUbtKrRs,Yes,Yes,True,adversarial,0.047
20691,YT9_ep-3BZDY,Yes,Yes,True,random,0.047
12462,YMj_BO-iK1G4,No,No,True,adversarial,0.047
19272,Yvsy1IpYmrSY,No,Yes,False,adversarial,0.047
30671,YJhGp7HmRQxg,No,Yes,False,adversarial,0.047
20871,Y-BUWGM7qeUM,No,No,True,popular,0.047
22085,YCMNlIW6Lkwc,No,Yes,False,random,0.047
915,YqeSl7YZAfs4,Yes,Yes,True,random,0.047
19163,YwOFBldBFRNk,No,No,True,popular,0.047
15596,Y1Uh74_rZ72k,Yes,Yes,True,popular,0.047
4171,YUhCzD6EBJBU,No,Yes,False,random,0.047
15409,YhpDltmawxIM,No,No,True,popular,0.047
21930,YL6rnV0oNIII,Yes,No,False,adversarial,0.047
14063,YgwQMkQmBITE,Yes,Yes,True,adversarial,0.047
14177,YCxaPpRJRkn0,No,No,True,popular,0.047
27231,YDjKGzOe_COc,Yes,Yes,True,random,0.047
7950,YilspW7JRjAg,Yes,Yes,True,random,0.047
18011,YatmDP_fmK_8,No,No,True,random,0.047
13107,Y1N_DtRpdAp8,No,Yes,False,adversarial,0.047
10638,YinSvboaSRwA,Yes,No,False,random,0.047
21089,Y2sZhC_mKeic,No,Yes,False,random,0.047
5305,YqF72bT878gw,Yes,Yes,True,adversarial,0.047
3385,YJ0yeFeKvIt8,No,Yes,False,random,0.047
24585,YWUpeplQr3A4,No,Yes,False,random,0.047
23333,YLvhvAA11oxE,No,No,True,adversarial,0.047
11415,YL8dA-2Lu2hY,No,Yes,False,random,0.047
585,YZ0IrCa4MvOA,No,Yes,False,random,0.047
5646,YXL8JV9qXGLE,Yes,Yes,True,adversarial,0.047
15676,YvruDH_YLaPI,No,Yes,False,popular,0.047
5733,Y_duNX6Vyd6g,Yes,Yes,True,adversarial,0.047
4992,YjjfUaMQaG1A,No,No,True,adversarial,0.047
27830,YggN4-K5AgoM,Yes,Yes,True,random,0.047
19033,Y_z-bidQYVao,No,Yes,False,adversarial,0.047
4506,Yh5_1pnkl_SY,No,Yes,False,adversarial,0.047
20197,YmUGmCSNETcg,No,Yes,False,popular,0.047
20804,YhiJB_95IWiE,No,Yes,False,random,0.047
8263,YwNiYSYJXssA,No,No,True,random,0.047
16636,YljrL7Cb-jr8,Yes,Yes,True,popular,0.047
4795,Y52IxrdTxGs4,No,Yes,False,random,0.047
30200,Y4UPOUGVMlEs,Yes,Yes,True,popular,0.047
13279,YrN2rpLV3brs,No,No,True,popular,0.047
2970,Yhrv6fwnmBkY,Yes,Yes,True,adversarial,0.047
23878,Y9hxFqltp3xw,Yes,Yes,True,adversarial,0.047
22395,YVkbp8VmL3pM,No,No,True,random,0.047
23518,Y0G7rb74R-2A,Yes,Yes,True,popular,0.047
26067,YPRUfwpmYwJ8,No,No,True,popular,0.047
10254,Ydkiwn2FdDVw,No,No,True,random,0.047
27696,YK8-b0VtNOqA,Yes,Yes,True,popular,0.047
5086,YrgrmLLhxoCQ,No,No,True,random,0.047
26729,YWLzzpzOKtnY,No,Yes,False,popular,0.047
15029,YdJYO3RbBabE,Yes,Yes,True,adversarial,0.047
27599,Y4ftDFi4684Y,No,No,True,adversarial,0.047
6349,YHUwXtfYRFwk,Yes,Yes,True,popular,0.047
10130,Yo_3MDLl_aH0,Yes,Yes,True,random,0.047
19022,YZ-SIyOChVh8,Yes,No,False,popular,0.047
20390,YH7-orYrKBeo,Yes,Yes,True,popular,0.047
3892,YsqsI2UyrcBQ,No,Yes,False,adversarial,0.047
12505,YcFHFVGOtp6g,Yes,No,False,popular,0.047
4458,YTQr9v-PQOc4,Yes,No,False,popular,0.047
29449,YUjje3lSabsg,No,No,True,popular,0.047
17445,YlTJLvSvjUZk,No,No,True,popular,0.047
16866,YwVi5w_NU6CM,No,No,True,adversarial,0.047
18087,YvfNKduToki4,No,No,True,popular,0.047
10554,Y3IScngdQA4I,Yes,Yes,True,popular,0.047
15152,Y2EsxcKe1A4w,No,Yes,False,random,0.047
3295,YxYwpABpZed4,No,Yes,False,random,0.047
14945,YvruDH_YLaPI,No,No,True,random,0.047
29617,YGGgQR7aIofY,Yes,Yes,True,adversarial,0.047
5710,YYqYCDis3EUA,No,No,True,popular,0.047
5811,YGuizRlAQ8qQ,No,No,True,random,0.047
18223,YKVAIaRPry24,Yes,No,False,adversarial,0.047
24577,Y8DQfjqPCTI8,Yes,Yes,True,adversarial,0.047
10939,YTwR8BA6buMI,No,No,True,popular,0.047
18641,YbQNX7vDalQw,No,Yes,False,adversarial,0.047
6450,YFKaJsvcyHTk,No,Yes,False,random,0.047
19058,Y1QNLMF-Kl_s,Yes,Yes,True,adversarial,0.047
11279,YeUecAF626A8,No,Yes,False,adversarial,0.047
17430,YkHIe4CfaccQ,Yes,No,False,popular,0.047
28905,YHg6HxylRGDo,No,Yes,False,popular,0.047
12619,YrN2rpLV3brs,No,No,True,random,0.047
12297,Y_GI7meqlYZk,No,Yes,False,adversarial,0.047
10038,YfK4QBQZ6i7w,Yes,No,False,adversarial,0.047
1098,Ypaf0nyjg1Js,Yes,Yes,True,popular,0.047
5431,YrgrmLLhxoCQ,No,No,True,popular,0.047
29465,YTWOgvDaDqlU,No,No,True,random,0.047
17655,YZY4aGEniU_E,No,Yes,False,random,0.047
20762,Y9dLLsZVRSZI,No,No,True,popular,0.047
23073,Y9z2OwpftxUE,No,No,True,random,0.047
20852,YSCow4mpBsGY,Yes,Yes,True,popular,0.047
26519,Y4YMXgLFcR94,Yes,Yes,True,adversarial,0.047
7995,YJBWJQCS4SvA,No,Yes,False,adversarial,0.047
25405,YFc9pG54DDJM,Yes,Yes,True,random,0.047
2043,YPb6MqpdX5Jw,No,No,True,random,0.047
21110,Y-CcGuq0yoKo,No,No,True,popular,0.047
403,Y_xylo5_IiaM,No,Yes,False,popular,0.047
13695,YMdlEswBfZMQ,Yes,Yes,True,popular,0.047
819,YOpiWMltpj44,No,No,True,random,0.047
27867,Y4ftDFi4684Y,No,No,True,popular,0.047
27424,YK8-b0VtNOqA,Yes,Yes,True,adversarial,0.047
17889,Y2a6GNu6uCDE,Yes,Yes,True,popular,0.047
2475,Y_w2pA1VeB40,No,No,True,popular,0.047
22576,Y-SkjbQVgJ0M,No,Yes,False,adversarial,0.047
16553,YBa92IrXFvJo,Yes,Yes,True,random,0.047
1693,Y3iLGu2Omgrw,Yes,Yes,True,adversarial,0.047
13367,YB-gTt3_rceQ,No,Yes,False,popular,0.047
6434,YyhDw7PZje3g,No,No,True,adversarial,0.047
7421,YZsf2YvJfCKw,Yes,Yes,True,adversarial,0.047
13339,YrPkCYq4Zjwk,No,Yes,False,adversarial,0.047
6221,YKtinboYbmHQ,Yes,No,False,adversarial,0.047
30073,YQTSKjweEWew,No,No,True,adversarial,0.047
219,YYNDKuNINDOY,Yes,Yes,True,popular,0.047
20343,YPvWI4p74UOs,No,Yes,False,popular,0.047
26615,YtB8TiiXwKmA,Yes,Yes,True,adversarial,0.047
9799,Yir1XTdyt4IY,Yes,No,False,adversarial,0.047
10290,YA2mcp0N__7U,No,Yes,False,popular,0.047
9381,YawxrHOpt-sE,Yes,Yes,True,random,0.047
25342,YfPqj3nnwQOI,Yes,Yes,True,random,0.047
7294,Y6cS0FsUM-cQ,Yes,Yes,True,random,0.047
28443,YAI1OweEW8C0,No,No,True,adversarial,0.047
14792,Y3fomsZXG3aM,Yes,Yes,True,adversarial,0.047
23910,YW4GEwnXc9tQ,Yes,Yes,True,adversarial,0.047
7161,Ya_Rjlu50TfA,Yes,No,False,adversarial,0.047
1786,YYEYeQ0lIkBQ,Yes,Yes,True,random,0.047
7701,Y3wrdPAeqjVI,No,No,True,popular,0.047
17820,Yg6CY7qvu81k,Yes,Yes,True,popular,0.047
16800,YemGPabOePzA,Yes,Yes,True,popular,0.047
23949,YS8k47ME-YT4,No,No,True,random,0.047
10274,YAagLJkfrFMk,Yes,No,False,popular,0.047
26566,Y_z6pymOet7g,Yes,Yes,True,adversarial,0.047
21321,Ym_U506sf9p4,Yes,Yes,True,adversarial,0.047
15745,YnD1K1Zo0qrM,No,No,True,random,0.047
402,Y_xylo5_IiaM,No,No,True,random,0.047
23154,Y9hxFqltp3xw,Yes,Yes,True,random,0.047
22941,YLBe33dw9ezg,No,Yes,False,adversarial,0.047
25603,Yr2KhpX_QgXA,No,Yes,False,adversarial,0.047
19868,YsbW7XwwUtSU,No,No,True,popular,0.047
16829,Y2JV3emH50XU,No,No,True,random,0.047
5540,Yhzn_wGlzGpU,No,No,True,popular,0.047
7770,YbmEF-c-M174,Yes,Yes,True,adversarial,0.047
20395,YFf8bCCJfVX4,No,Yes,False,random,0.047
9989,Y3IScngdQA4I,Yes,Yes,True,random,0.047
9576,YJfaj4P3us9M,No,Yes,False,popular,0.047
22293,YCbe2B6ohBpw,No,Yes,False,popular,0.047
13370,YCfxWJ1Qoufg,Yes,No,False,adversarial,0.047
28307,Y4sb9jN0SgTM,No,Yes,False,popular,0.047
3700,YNeWW30WZjPc,Yes,No,False,adversarial,0.047
18197,Y3ue0gJM0THk,Yes,Yes,True,popular,0.047
11576,YKel-hfZ_9h8,Yes,Yes,True,popular,0.047
30383,Y7upINC4seBw,No,Yes,False,adversarial,0.047
2565,YPtW0cZVprJQ,No,No,True,random,0.047
24570,YQRtuOWWya30,Yes,Yes,True,popular,0.047
28711,Y1vCYiVvZ7VE,Yes,Yes,True,random,0.047
8554,YITlqMkR5alY,No,Yes,False,adversarial,0.047
9697,YE3Q1jfTeuWs,No,Yes,False,popular,0.047
9009,YZBtgrP4vU_w,No,No,True,popular,0.047
10820,Yhmd6pa2e_rs,Yes,Yes,True,random,0.047
9976,Y6ZFU4PqXmoI,No,Yes,False,random,0.047
15785,YpWQeV08kYR0,Yes,Yes,True,random,0.047
9684,Y3ghVB-KaU_E,Yes,Yes,True,adversarial,0.047
29308,YmGa2JgAiKV8,No,Yes,False,random,0.047
25387,YZTYAQBnU4GM,No,Yes,False,random,0.047
14760,YBLMWD6fxhpo,Yes,Yes,True,random,0.047
8498,YEvZ3jOMYWxk,No,Yes,False,popular,0.047
29009,Y6i5eQOpFk_U,No,Yes,False,random,0.047
14697,YhpDltmawxIM,No,No,True,random,0.047
8440,YilspW7JRjAg,Yes,No,False,popular,0.047
1027,YArHiac57pVk,Yes,Yes,True,adversarial,0.047
12932,YdZDgJzGtLLU,Yes,No,False,popular,0.047
4215,YB4SZwi9Ce3o,No,Yes,False,popular,0.047
23683,Y4pv3w--cRrA,No,Yes,False,random,0.047
6075,YoOMtaqvQ3_M,Yes,Yes,True,adversarial,0.047
8229,Y-EQByFLFqig,No,Yes,False,popular,0.047
20634,Ym_U506sf9p4,Yes,Yes,True,random,0.047
14237,YJp64Whpr3BA,No,Yes,False,random,0.047
18894,YeJCaRgf1M20,Yes,No,False,popular,0.047
8869,YzEM94PH29VQ,No,No,True,popular,0.047
20113,Y3XcIVh40pTI,No,No,True,popular,0.047
28009,Ys_EWjoiVfzo,Yes,Yes,True,popular,0.047
6000,YH7rd9bZtbgc,No,No,True,adversarial,0.047
27829,Y_BSmz3SEW1w,No,Yes,False,adversarial,0.047
22155,YFlk-X0gwjF4,Yes,No,False,adversarial,0.047
30957,Y2ABngPM3raQ,Yes,Yes,True,popular,0.047
10346,Ygr5Zss89yLQ,Yes,Yes,True,adversarial,0.047
4121,YzoxFl3pddMg,No,Yes,False,adversarial,0.047
31128,YJmWaRt8-u0s,No,Yes,False,popular,0.047
25804,YtB8TiiXwKmA,Yes,Yes,True,random,0.047
705,YuhSDBwVrEdo,Yes,No,False,popular,0.047
30799,YJmWaRt8-u0s,No,No,True,adversarial,0.047
2085,Ydxow2DcTrwk,No,Yes,False,random,0.047
6291,Y11SEBDuoqSk,Yes,Yes,True,random,0.047
3227,YfGGYeXR_LS8,Yes,Yes,True,adversarial,0.047
30722,YgW7s3YAthpI,No,Yes,False,adversarial,0.047
7842,Y3VHpLxtd498,Yes,Yes,True,adversarial,0.047
18655,YJC2ZrXzCX4Y,Yes,Yes,True,random,0.047
10585,YxQDq3A4Zfbo,No,No,True,random,0.047
12521,YptIksg9KEac,Yes,Yes,True,adversarial,0.047
13760,YNX0gR9Eebp0,Yes,Yes,True,adversarial,0.047
9657,YnlC4UI4hZ60,No,Yes,False,popular,0.047
6668,Yu8bQf0SnCVI,No,No,True,random,0.047
18680,YTgxst7Ft9js,Yes,Yes,True,random,0.047
29537,YAf4a-9rcnP0,No,Yes,False,adversarial,0.047
24422,Y3ejndVEAcmQ,Yes,Yes,True,adversarial,0.047
9960,YWU3qB7gf6ao,No,Yes,False,popular,0.047
14758,YhxbmDeNSO6Q,Yes,No,False,adversarial,0.047
27577,YXQxIXaX_7M0,Yes,No,False,adversarial,0.047
10508,YR4fXcbWFhJg,No,Yes,False,random,0.047
3613,Y41D0yXSBqfI,Yes,No,False,popular,0.047
16275,YnD1K1Zo0qrM,No,No,True,adversarial,0.047
11835,Yi1u_2eZYYlE,No,No,True,popular,0.047
11914,Yr2djvq1vc68,Yes,Yes,True,adversarial,0.047
30640,YBQ-r9mEHssU,Yes,No,False,popular,0.047
12047,Yr2djvq1vc68,Yes,No,False,popular,0.047
23605,YtJhVH3VIrnE,Yes,No,False,adversarial,0.047
2215,YEYTz1LPDHsc,No,Yes,False,random,0.047
19642,YwFiCblfZ-vg,Yes,Yes,True,adversarial,0.047
4618,Yl5KdHAWwJCw,Yes,Yes,True,random,0.047
22148,Y0yETgW44MZU,Yes,Yes,True,random,0.047
25766,Y_z6pymOet7g,Yes,Yes,True,random,0.047
17383,YKVbmN9ZRg5Q,Yes,Yes,True,random,0.047
26620,Y8ycflE3dIHw,No,No,True,random,0.047
5245,YLs2vrr9TamU,Yes,Yes,True,popular,0.047
20254,YWUyeFOyKIg0,Yes,Yes,True,random,0.047
23977,YOVQMFBeCHq0,No,No,True,popular,0.047
23307,Y9MgGaTbmc6g,No,No,True,random,0.047
7904,YRtenf2XSXRc,Yes,Yes,True,adversarial,0.047
26603,YnmLMLgWPmFM,No,Yes,False,adversarial,0.047
10681,YszkiW0GXEOI,Yes,Yes,True,random,0.047
26434,Y6pssFJ0m-kU,Yes,Yes,True,random,0.047
16101,YPTyFYxXdut4,No,Yes,False,random,0.047
7534,Ynq0BF9zGkzg,No,No,True,popular,0.047
14557,YK2kIOBeCfuo,Yes,No,False,popular,0.047
18144,YeJCaRgf1M20,Yes,Yes,True,random,0.047
16508,YbA5zPFSFZAA,Yes,Yes,True,random,0.047
7724,Y5eSRL3PRHzo,Yes,Yes,True,random,0.047
5336,YRp4Ct_TQvAM,Yes,Yes,True,random,0.047
21214,YL6rnV0oNIII,Yes,Yes,True,random,0.047
18272,YwSHzVxdMiTo,No,Yes,False,random,0.047
26071,YhqPBcvex1VU,No,No,True,adversarial,0.047
24764,YFi4-IqJo2xQ,No,No,True,random,0.047
29249,YQTSKjweEWew,No,No,True,random,0.047
11784,Y_GI7meqlYZk,No,No,True,random,0.047
18109,YeRU-rABp8nk,Yes,Yes,True,adversarial,0.047
3007,Yhrv6fwnmBkY,Yes,Yes,True,popular,0.047
15568,YpCQEWAFGEjc,No,No,True,random,0.047
1843,Yq46VXJ6JN9M,No,No,True,popular,0.047
28152,YtNxfdAd14qE,No,Yes,False,adversarial,0.047
17354,Yi2yhbckq3p0,No,Yes,False,popular,0.047
22026,YU5ij0M7T-hk,Yes,Yes,True,adversarial,0.047
28100,YMtK8L8gXRrI,No,Yes,False,adversarial,0.047
28590,Yc3nlaAkv9bA,No,Yes,False,random,0.047
4733,YSE_3nszEw7o,Yes,Yes,True,popular,0.047
13846,Y4_DjmCg8Ra8,No,No,True,popular,0.047
20434,YUAmDLPjNyMg,Yes,Yes,True,random,0.047
19783,Y8VOibo9Q_Dc,Yes,No,False,adversarial,0.047
20304,Yk4XyfaWVLEY,Yes,Yes,True,adversarial,0.047
19786,Y5I8lmN8rwDM,No,No,True,random,0.047
